,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
221,2,0,4,1,6,7,4,9,1,0,1,5,4,8,9,3,3,2,14,3,5,2,2,3,1,12,0,3,2,8,5,3,1,4,5,5,2,2,7,2,8,1,1,2,2,2,9,9,3,5,2,5,6,1,4,2,6,1,5,7,3
222,2,4,4,4,6,2,10,6,4,3,2,4,1,3,6,12,3,5,2,2,6,4,6,9,6,0,3,7,4,1,3,7,6,3,7,4,1,0,3,3,9,11,4,0,1,4,7,3,1,2,3,0,1,4,4,2,5,4,4,0,3
223,1,1,1,2,7,3,4,3,4,3,1,7,4,2,2,3,8,1,6,2,3,2,9,3,3,4,3,2,2,5,2,3,0,8,2,3,4,0,2,2,15,1,0,2,7,3,1,5,6,4,6,3,2,3,1,3,7,1,3,7,3
224,4,2,1,4,5,5,6,1,2,1,9,12,6,4,7,2,3,1,7,0,2,9,5,5,6,5,1,7,2,2,2,9,2,1,1,4,3,1,4,0,12,1,0,1,2,0,3,8,5,6,0,1,5,1,0,2,11,0,1,9,3
225,4,0,1,5,4,1,17,1,1,5,2,8,3,4,6,2,0,1,10,0,3,2,1,8,0,0,2,9,1,3,7,3,0,0,1,2,0,5,7,0,1,0,0,0,3,0,6,5,5,6,2,0,7,4,1,2,1,2,9,0,3
226,4,7,1,4,6,0,7,0,4,2,10,12,4,0,3,2,2,1,14,4,5,1,6,4,0,12,3,3,0,0,3,3,3,2,2,5,0,1,1,0,3,2,1,13,1,4,12,2,2,20,3,1,8,1,3,1,3,1,5,0,3
227,1,0,6,3,2,3,6,13,0,4,3,6,9,4,2,2,0,2,9,6,4,0,2,0,1,5,1,2,0,1,2,1,3,4,4,2,0,5,1,3,3,6,4,54,1,0,6,1,6,9,5,5,5,2,7,2,5,6,6,4,3
228,0,0,4,8,11,1,10,5,1,4,1,2,4,3,8,2,5,1,11,1,5,0,2,4,8,1,3,10,0,1,3,1,6,2,6,7,2,3,4,0,4,3,0,0,2,3,4,4,2,8,5,2,3,0,2,0,5,1,14,0,3
229,1,0,1,4,3,0,11,2,0,1,0,0,3,1,2,2,0,1,2,1,0,0,1,8,1,2,1,4,1,0,2,2,2,1,6,1,1,3,0,0,2,4,1,0,3,4,3,0,2,1,3,2,0,1,2,5,2,0,24,1,3
230,0,0,6,1,13,0,10,5,1,1,7,7,1,0,3,1,3,1,16,8,2,0,1,4,8,4,6,11,1,2,0,2,8,2,6,0,6,0,1,1,4,5,1,0,0,2,16,0,2,14,4,8,5,3,10,6,6,2,13,0,3
231,6,0,8,0,3,0,20,14,4,0,0,9,5,11,3,9,2,3,16,10,1,0,4,2,1,1,2,6,0,2,3,6,5,14,9,2,1,0,1,0,6,5,1,17,1,1,13,3,1,13,0,4,6,3,4,3,8,5,21,1,3
232,3,1,0,1,8,0,3,2,0,1,0,4,0,3,5,2,2,0,6,3,0,1,2,2,2,2,2,8,0,1,4,0,6,1,1,2,0,0,2,0,2,3,0,0,1,0,3,0,2,4,1,0,5,2,1,0,3,0,2,1,3
233,1,0,3,0,5,6,15,9,2,3,1,6,2,6,0,6,5,4,6,6,1,4,3,1,4,0,2,5,4,3,3,9,2,15,8,1,1,2,2,5,8,4,2,2,4,7,5,1,9,4,4,3,5,2,5,8,5,3,7,1,3
234,6,1,8,0,6,3,2,9,5,0,2,3,4,1,2,3,6,3,6,8,2,5,5,2,2,11,1,9,4,6,3,4,4,11,7,0,9,2,2,3,7,0,1,16,7,1,2,11,5,7,5,3,0,0,5,5,5,3,7,9,3
235,0,0,2,2,2,4,3,0,0,1,2,0,0,1,1,2,0,0,2,4,0,1,0,4,5,1,4,4,0,1,3,2,1,0,1,3,0,3,3,0,1,2,0,0,1,0,2,0,0,2,2,0,1,0,0,1,0,3,21,0,3
236,1,0,5,10,8,1,9,12,1,3,2,12,2,4,2,2,2,1,19,5,2,0,0,2,10,0,10,8,0,0,1,0,0,9,10,1,2,1,4,1,5,1,0,14,1,0,5,0,6,17,5,6,6,3,9,0,3,3,18,0,3
237,3,0,0,10,4,0,3,3,3,0,1,3,1,13,12,3,5,0,0,3,10,1,4,0,0,0,1,8,0,0,2,2,10,11,2,9,0,17,0,0,0,8,0,1,0,1,5,0,0,1,0,6,3,3,2,2,0,2,13,1,3
238,4,5,10,3,6,4,15,1,4,7,0,5,0,8,3,11,3,16,3,5,2,2,3,1,8,7,10,4,10,4,4,0,8,6,7,1,3,0,1,1,6,14,13,1,1,1,5,0,3,7,9,3,2,4,2,0,7,9,11,0,3
239,2,3,7,4,14,4,6,2,1,3,0,12,3,3,4,2,2,5,12,2,6,6,11,4,3,4,0,15,5,7,8,8,3,8,8,8,8,3,2,7,14,7,2,0,6,2,8,2,5,12,2,1,11,1,2,5,13,0,1,4,3
