,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
167,10,1,0,2,3,3,3,1,3,0,2,3,3,1,0,1,1,0,2,0,0,0,2,1,0,1,8,6,2,0,0,0,0,2,5,1,1,1,2,0,3,0,0,5,1,2,1,1,0,3,0,2,0,2,1,0,0,2,2,2,2,0,1,3,3,5,4,1,6,4,7,4,1,0,1,1,8,7,4,1,2
168,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,2,0,0,9,18,1,0,2
169,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,2,2,3,2
170,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,4,5,1,0,2
171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,17,9,0,0,2
172,2,1,0,0,1,1,1,4,3,0,2,2,3,4,1,1,0,1,23,4,7,2,2,8,2,3,1,12,0,5,6,3,0,5,1,8,4,2,2,0,2,30,0,11,12,10,1,3,0,2,16,3,97,1,3,2,2,4,1,2,0,2,3,2,4,0,4,3,2,2,0,2,2,0,0,0,6,2,3,0,2
173,1,2,0,0,0,0,0,0,2,0,5,5,0,0,1,0,0,1,0,3,0,0,2,1,0,4,1,0,0,0,0,2,0,0,5,3,0,0,2,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,3,0,1,3,0,4,1,0,2,2,0,3,1,0,1,1,0,0,0,0,1,1,3,1,0,2
174,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,1,1,0,2,2
175,0,0,0,0,1,4,14,0,2,0,0,3,1,0,2,1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,2,11,0,7,0,0,6,0,21,2,0,0,0,0,0,4,0,36,0,0,7,0,1,0,1,0,0,3,6,0,1,1,2,2,8,1,0,1,2,4,9,21,0,0,0,0,2,17,19,2
176,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,1,0,1,30,0,2,0,0,0,0,5,1,2,2
177,1,0,0,0,0,0,1,1,4,0,0,1,1,1,3,1,0,0,1,0,0,0,2,1,0,0,0,3,1,0,0,0,0,1,6,0,0,0,0,2,2,0,0,4,0,1,5,2,1,0,1,1,1,0,0,2,0,2,1,1,0,0,2,0,0,0,0,4,1,1,2,2,0,1,0,0,0,0,1,2,2
178,3,0,0,0,0,0,0,1,0,1,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,3,30,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,13,0,0,10,22,1,0,0,0,2,0,0,19,1,0,2,0,0,0,1,1,3,2
179,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,10,10,1,1,2
180,3,7,3,3,2,1,1,0,6,0,1,4,0,1,11,1,0,0,1,1,0,0,1,1,0,0,0,0,12,0,1,1,0,0,0,1,0,0,13,1,0,0,2,0,1,0,1,2,1,7,4,8,0,0,0,2,5,2,5,0,2,0,17,0,0,0,3,2,3,1,0,13,1,1,3,0,8,0,0,2,3
181,12,5,1,4,1,1,2,2,2,2,5,2,4,2,7,2,4,0,3,3,0,3,3,2,2,1,2,1,10,0,6,3,0,4,0,5,3,3,9,2,1,1,3,4,1,1,5,2,4,6,1,5,1,3,2,2,0,3,4,5,2,1,7,1,1,0,0,3,2,4,2,5,0,0,2,1,4,1,2,0,3
182,1,2,1,5,3,2,4,3,1,4,5,4,3,5,8,2,4,3,6,5,3,3,6,1,3,1,4,1,6,2,3,2,2,5,0,5,0,1,4,3,0,5,2,2,0,1,4,5,2,5,6,10,4,1,2,2,6,6,3,2,2,1,5,2,4,1,4,2,1,2,0,5,2,1,2,4,1,4,0,2,3
183,2,0,0,3,0,0,2,0,1,0,5,0,7,0,8,1,3,0,0,0,0,5,1,0,2,0,6,1,4,2,0,4,0,0,0,0,0,0,7,1,1,0,1,0,0,0,1,1,6,4,3,3,0,0,0,2,1,2,3,1,2,3,16,1,0,1,1,1,1,1,0,2,0,2,0,0,3,1,2,0,3
184,11,5,1,5,5,5,4,5,9,3,1,6,4,4,2,10,1,1,5,6,1,2,0,0,3,1,6,3,4,6,3,3,3,2,2,0,0,8,9,7,16,3,3,2,1,1,19,0,13,6,3,5,29,3,3,4,6,1,5,12,4,7,4,8,0,2,2,7,7,9,2,8,0,3,3,5,6,1,8,12,3
185,6,1,2,3,2,4,5,3,0,4,6,0,7,11,9,6,1,5,4,4,0,6,11,4,7,2,2,0,5,2,3,1,0,8,0,6,1,1,4,0,0,0,0,2,5,5,6,10,5,8,5,12,1,6,4,3,15,5,2,7,0,2,4,9,4,1,5,5,2,2,1,16,1,6,6,3,3,2,3,5,3
186,13,5,0,5,6,2,2,1,9,0,3,4,3,4,8,6,2,1,0,4,4,4,13,0,4,1,2,1,10,2,1,4,0,7,1,1,0,2,9,1,2,1,3,0,0,6,10,4,2,4,2,6,0,3,8,7,7,6,6,2,2,1,10,2,3,2,3,3,1,3,0,10,2,3,6,4,10,8,1,4,3
187,9,6,1,4,1,1,4,1,7,3,1,4,3,1,2,1,1,0,0,5,2,5,2,2,5,5,2,2,5,0,2,1,0,2,2,3,3,2,10,1,2,2,0,2,1,2,4,4,5,5,6,1,2,1,2,4,0,3,5,2,0,0,1,4,2,2,2,2,4,0,2,3,0,4,5,5,4,5,0,6,3
188,11,11,2,2,0,5,9,11,3,13,0,2,7,6,0,12,0,1,1,5,2,12,1,4,3,0,5,0,6,1,0,8,2,10,0,3,2,12,6,6,11,3,13,0,5,2,8,2,13,7,3,6,0,14,1,2,12,1,7,20,0,1,2,11,5,2,4,6,1,3,9,11,1,6,1,2,6,15,8,9,3
189,4,3,1,4,1,0,1,0,0,0,3,0,0,0,4,1,7,0,0,3,1,0,7,0,3,1,0,0,7,6,3,1,0,1,0,2,0,0,2,0,0,1,1,1,0,1,0,1,0,5,0,11,0,0,1,2,5,1,0,0,0,0,5,0,1,1,1,2,1,1,0,9,0,6,4,3,7,5,0,2,3
190,9,13,1,0,3,2,3,1,2,0,12,0,4,2,7,2,5,2,0,5,0,4,11,0,3,0,5,0,13,0,0,3,0,5,0,6,1,2,3,2,0,0,2,2,2,1,3,2,1,7,5,14,1,0,4,0,8,4,4,5,2,0,3,2,5,1,4,2,0,0,0,12,1,4,6,5,0,2,5,9,3
191,8,10,0,4,3,3,3,2,2,4,0,2,4,0,2,2,0,5,1,3,0,5,1,1,1,2,2,3,6,2,9,2,1,1,0,1,1,1,12,3,3,0,0,2,7,3,6,0,1,4,2,4,0,1,0,1,2,1,2,3,1,2,5,2,1,1,6,6,4,0,7,3,0,1,1,1,4,2,0,3,3
192,8,2,3,10,0,12,4,3,2,4,3,5,5,4,4,4,1,8,1,4,0,12,2,2,0,2,2,10,4,4,4,3,3,4,2,2,2,4,10,1,1,1,6,1,9,0,8,4,1,7,7,2,1,1,0,3,2,2,1,3,4,5,5,3,0,7,5,3,3,8,12,3,3,1,3,4,3,4,2,4,3
193,15,4,3,11,7,5,6,3,15,3,4,5,6,9,6,9,3,1,8,1,1,7,5,1,9,3,4,3,10,4,6,3,0,4,2,3,1,4,8,7,8,3,5,7,8,6,25,4,2,13,13,10,3,5,5,7,3,8,7,4,3,3,7,4,5,0,5,8,8,2,0,7,2,7,1,3,9,4,4,8,3
194,3,6,2,9,2,12,5,8,1,11,6,3,6,7,7,1,4,5,2,11,1,7,10,5,5,0,5,0,8,1,2,5,0,5,1,5,2,5,7,4,2,1,0,0,7,3,4,4,8,16,3,11,0,7,5,3,11,6,6,7,0,9,7,4,10,0,5,7,2,5,2,17,1,8,8,7,3,0,4,7,3
195,15,0,0,8,1,4,1,5,3,3,6,1,2,6,24,3,3,1,3,2,2,2,1,4,2,0,6,1,5,0,0,2,0,6,2,4,1,0,11,0,3,1,0,0,0,6,0,4,1,4,4,2,0,4,10,0,2,9,12,5,0,3,2,4,5,0,1,2,1,5,0,2,0,1,3,4,8,3,2,0,3
196,3,5,1,4,0,3,2,3,0,4,3,0,1,2,5,2,1,0,2,6,2,3,1,0,3,1,7,2,4,8,2,4,0,1,1,4,4,5,5,5,2,6,1,0,5,1,3,4,3,3,7,10,6,1,3,1,5,1,2,2,1,3,3,1,2,2,0,3,1,1,3,1,0,2,2,10,0,2,5,5,3
197,7,4,3,8,4,1,2,5,6,4,5,2,9,2,3,0,3,0,3,4,0,3,5,3,5,1,2,0,4,1,9,0,1,2,0,5,2,0,5,0,0,6,0,4,1,1,0,0,2,8,2,11,16,1,1,4,6,9,1,1,0,0,4,3,3,0,5,2,0,0,1,6,2,5,6,2,2,2,0,1,3
198,8,5,1,5,0,2,3,2,3,1,3,0,5,2,4,4,0,1,2,5,3,4,3,0,2,2,2,1,10,2,0,5,3,2,2,6,1,4,8,2,0,1,3,1,2,4,2,5,7,9,4,6,1,3,1,4,0,5,6,0,1,2,7,2,3,1,0,5,1,3,0,9,0,1,5,9,3,5,2,4,3
199,10,5,2,4,1,5,0,3,1,2,7,0,1,2,6,1,4,2,1,2,1,3,8,0,9,1,1,1,13,2,4,4,0,3,0,3,0,4,16,2,0,0,1,1,4,1,0,3,2,10,5,12,0,2,0,4,7,5,1,2,2,0,6,2,3,1,1,0,0,1,0,12,0,6,3,3,5,1,1,6,3
200,6,5,0,4,0,5,2,4,1,2,8,0,4,2,13,2,1,0,1,8,2,4,9,1,5,3,5,1,10,2,2,4,0,6,1,2,1,6,6,1,1,0,7,0,6,4,2,4,5,16,2,10,0,4,9,2,5,11,5,4,0,0,11,7,5,0,0,4,0,4,1,14,1,9,3,10,4,3,6,1,3
201,5,15,1,4,2,1,1,1,3,0,5,2,5,2,3,0,1,2,0,9,1,5,1,4,4,1,3,0,8,2,1,2,0,0,1,1,4,1,5,2,1,2,4,3,3,0,3,6,2,6,3,9,1,6,2,0,7,3,3,2,3,3,3,2,4,1,1,1,2,1,3,6,0,4,2,13,0,2,2,9,3
202,16,6,6,5,2,1,0,0,4,0,0,3,1,3,11,4,4,3,14,3,4,4,3,1,8,2,4,2,8,7,4,4,0,3,1,5,0,1,13,0,0,6,1,5,3,1,4,2,0,6,17,11,4,2,6,4,1,7,3,0,1,2,9,3,4,1,7,3,1,1,1,9,2,0,3,4,3,2,1,1,3
203,8,6,3,1,2,3,3,0,5,3,1,8,1,1,2,0,0,0,8,5,2,2,0,4,2,0,1,2,2,0,1,3,1,4,0,4,4,0,2,1,0,11,0,8,2,2,4,5,0,2,3,2,0,1,1,2,2,3,1,1,0,2,0,0,4,3,2,0,4,0,5,1,4,0,2,8,6,7,2,7,3
204,8,2,1,4,2,2,8,3,0,5,4,1,4,5,7,7,4,0,2,1,1,9,9,4,12,2,6,2,8,2,2,2,0,2,1,14,1,9,2,2,0,1,9,2,2,4,3,3,3,14,1,10,0,7,2,3,4,2,4,4,1,1,3,7,5,1,3,3,1,4,0,7,2,9,6,3,3,4,5,1,3
205,5,15,2,7,2,3,6,1,1,4,2,2,5,6,5,2,3,3,0,8,3,5,0,1,7,0,5,2,14,1,1,2,0,5,0,2,1,2,13,0,0,1,2,0,2,5,2,4,7,13,4,12,0,2,7,2,4,2,2,5,1,7,3,1,3,2,2,5,1,2,3,6,1,1,5,13,2,2,7,9,3
206,6,3,4,7,0,1,2,4,1,3,9,0,3,4,4,3,1,2,3,3,1,3,9,4,4,0,5,3,11,4,2,9,1,7,0,8,0,6,18,0,0,4,4,1,4,4,7,13,5,9,3,10,2,5,2,1,4,7,1,4,2,1,4,2,7,1,3,6,2,5,1,11,1,7,10,7,5,7,6,6,3
207,15,7,1,6,2,2,1,1,7,0,3,9,2,1,7,5,0,0,11,1,0,2,2,2,0,1,2,1,10,1,0,7,0,1,3,1,1,4,13,1,0,4,0,3,1,2,6,1,1,5,9,5,5,1,0,6,0,4,3,1,1,0,4,1,1,1,2,1,7,1,0,3,0,3,1,2,7,3,0,4,3
208,5,5,2,2,4,4,9,4,4,3,2,1,1,6,3,5,0,2,0,4,0,6,4,0,1,0,6,0,6,4,0,2,1,3,0,1,2,10,6,6,8,0,5,1,1,0,8,5,11,9,1,13,0,7,4,0,12,5,6,5,0,1,1,8,6,1,2,7,2,6,0,13,1,7,3,5,0,0,4,5,3
209,9,6,2,5,2,1,3,0,2,2,2,4,4,1,0,4,2,3,3,5,1,2,2,1,8,0,8,2,5,1,2,0,2,1,0,3,1,6,6,3,5,1,1,3,2,0,8,1,4,4,2,3,1,3,3,4,3,1,1,4,4,0,3,2,4,1,2,5,4,3,6,8,3,0,3,5,3,1,2,6,3
210,10,11,0,8,3,0,1,1,5,0,7,3,8,4,11,0,1,0,3,1,3,7,2,2,1,3,1,3,7,2,2,0,0,1,2,4,1,3,8,1,3,3,3,3,3,2,5,5,2,6,3,3,1,1,7,7,3,2,3,2,2,2,13,2,2,0,1,1,3,1,6,5,0,1,8,2,8,3,0,3,3
211,19,7,1,8,2,1,1,0,3,0,7,4,2,0,13,6,3,2,2,3,2,3,5,3,2,1,1,1,14,2,3,6,1,8,0,4,2,1,5,4,1,4,2,4,2,4,1,5,2,10,6,12,2,0,4,5,3,7,3,3,1,1,5,3,8,3,3,4,3,0,1,8,2,0,6,3,6,4,3,4,3
212,5,5,4,2,1,4,8,1,4,3,8,5,4,1,4,2,6,4,4,5,5,7,3,4,5,4,4,0,5,4,5,5,3,1,0,4,8,4,7,5,3,1,5,3,3,3,2,5,2,6,4,8,0,5,4,8,9,3,4,1,5,6,2,3,1,1,1,3,3,3,2,4,4,8,3,7,7,0,4,5,3
213,13,7,0,4,5,0,1,1,3,1,0,5,2,4,5,2,0,2,5,2,1,4,2,4,3,5,0,1,8,0,7,4,1,4,4,5,3,0,19,2,4,1,1,3,2,1,5,6,0,8,12,21,9,4,2,9,0,1,10,0,1,3,6,2,1,1,5,3,4,1,3,17,0,0,1,1,5,4,0,6,3
214,4,3,4,4,2,0,2,3,0,1,6,2,1,3,3,3,2,1,16,2,0,2,6,1,7,2,4,0,6,2,1,3,1,3,2,3,1,5,6,1,7,6,2,3,0,3,8,6,2,9,9,2,1,7,3,0,3,6,3,6,1,3,6,6,3,3,2,4,2,0,2,13,0,3,4,3,2,1,4,1,3
215,5,3,0,4,3,1,6,1,1,2,1,1,5,2,3,3,0,0,0,7,1,5,2,0,3,0,2,0,7,1,3,2,1,2,0,3,0,2,8,0,1,3,0,0,2,0,1,3,3,8,2,7,33,1,3,0,0,1,0,1,0,1,3,0,2,0,1,4,2,1,3,10,1,1,2,9,2,0,3,6,3
216,6,5,1,4,0,1,1,1,2,2,9,6,2,1,4,1,0,1,8,4,0,5,6,0,3,0,2,1,12,2,3,0,1,2,0,2,1,0,0,0,0,6,0,4,1,2,1,2,0,8,10,10,15,0,1,0,6,3,0,1,1,0,6,0,2,0,2,1,1,1,3,8,2,2,10,6,4,0,0,3,3
217,7,7,6,14,3,3,5,1,2,3,3,3,4,3,4,3,5,2,0,8,3,5,4,3,8,3,8,0,5,2,2,4,3,3,0,1,1,6,10,3,1,2,5,4,7,2,9,4,2,5,3,2,0,2,2,4,7,1,3,6,1,1,3,8,4,3,4,6,2,3,1,4,7,5,4,8,3,1,5,7,3
218,2,1,0,2,0,0,0,0,3,0,9,1,1,0,8,0,1,0,0,3,3,0,4,1,1,0,0,1,4,4,1,5,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,3,0,3,1,4,0,0,1,2,8,1,5,0,0,1,7,0,0,0,1,0,1,0,1,4,0,1,4,4,1,3,0,0,3
219,4,4,4,10,2,6,5,3,0,5,4,1,7,10,12,6,1,2,2,4,2,3,18,1,6,0,2,0,9,1,1,4,0,2,0,5,4,5,10,0,0,1,0,0,2,5,6,1,5,8,4,8,0,2,6,2,5,11,5,4,0,1,6,7,6,0,6,2,2,4,1,9,2,7,2,7,2,3,4,1,3
220,10,7,6,6,3,4,0,3,3,0,8,1,5,3,7,5,3,2,6,3,1,4,4,0,1,0,3,1,9,3,1,4,1,4,1,7,0,3,10,3,0,3,1,4,2,6,5,3,0,5,2,6,0,5,2,2,2,9,3,3,2,2,3,4,2,1,1,1,3,4,3,5,0,2,4,1,1,2,3,3,3
221,4,1,1,1,4,3,3,0,4,2,10,1,5,4,9,3,1,2,6,3,1,6,7,1,10,1,1,1,9,1,1,2,0,6,0,1,1,0,5,1,1,2,2,2,2,0,1,3,2,4,4,3,1,1,3,2,5,6,0,5,2,4,5,5,6,0,1,2,3,1,0,8,0,6,8,5,6,2,4,2,3
222,3,5,2,4,0,4,5,2,4,7,0,1,3,1,2,1,2,1,0,8,1,3,1,1,1,4,3,7,4,0,4,3,5,2,1,2,3,2,8,5,1,0,4,3,11,1,1,1,1,3,5,3,2,4,1,2,3,1,4,1,2,3,1,0,3,6,2,8,3,3,7,1,5,3,1,4,6,3,3,6,3
223,2,3,3,5,3,4,7,1,0,2,2,3,1,2,1,4,2,0,5,11,1,5,2,0,3,2,7,1,3,2,1,3,0,0,0,3,0,3,3,0,0,2,2,3,3,1,1,5,2,8,1,5,1,3,2,3,8,1,3,2,4,0,2,1,0,1,2,2,1,1,1,4,2,2,7,7,2,5,4,3,3
224,2,11,1,3,0,4,3,0,0,3,2,0,2,2,2,1,0,4,1,8,9,7,3,1,5,0,0,0,9,4,3,3,0,3,0,1,0,5,4,1,4,2,5,0,1,0,0,4,5,8,1,7,0,6,4,0,11,5,3,3,1,0,3,4,3,2,2,2,1,2,1,6,2,1,4,6,1,0,2,2,3
225,6,4,0,2,0,2,1,4,1,7,0,0,3,0,3,0,0,1,0,1,0,4,3,2,1,0,1,0,6,0,0,2,0,8,2,4,0,2,18,4,0,1,3,0,0,4,4,5,1,6,0,8,0,7,4,0,0,1,2,5,0,4,3,1,3,0,1,0,1,3,0,7,1,3,2,0,1,2,2,6,3
226,1,2,3,8,0,0,3,3,3,2,5,2,5,2,9,2,0,1,1,0,4,2,2,3,0,3,1,2,11,0,2,0,1,2,0,3,2,4,6,1,1,15,3,3,1,1,2,2,0,10,0,12,9,2,0,2,4,1,3,0,3,3,9,0,0,0,2,3,1,2,3,11,4,1,0,1,3,3,2,4,3
227,8,1,0,5,4,2,0,0,4,3,4,2,4,2,4,1,1,0,21,3,0,2,1,0,4,0,0,1,5,0,3,0,2,1,0,4,3,2,6,1,4,16,1,4,1,4,1,8,3,6,13,2,26,3,1,4,4,2,0,3,0,5,6,1,3,1,4,2,6,0,3,4,0,1,3,2,2,3,1,2,3
228,8,10,1,0,2,0,0,0,1,4,1,3,2,3,5,1,0,1,0,2,1,7,0,0,1,2,1,3,4,2,0,8,0,6,0,1,0,1,12,1,9,1,1,2,2,3,5,1,3,3,5,4,1,1,3,1,0,1,5,2,3,4,7,3,3,0,0,10,3,3,5,2,0,0,1,4,4,3,1,9,3
229,16,3,0,1,1,1,0,1,2,5,0,1,0,1,2,1,0,1,0,2,0,0,0,1,0,4,1,4,1,1,0,0,0,0,0,2,1,1,10,3,5,1,1,0,1,0,11,1,3,0,2,0,0,1,0,1,0,2,1,3,0,1,1,3,0,0,5,2,1,2,2,1,0,0,0,1,4,3,0,5,3
230,15,14,1,3,6,0,0,0,11,4,2,2,3,1,13,2,1,0,0,1,4,0,2,0,0,2,2,3,10,3,1,4,1,1,1,3,2,0,10,1,0,0,0,1,0,0,2,2,0,7,5,8,0,1,1,8,6,1,6,1,2,2,16,0,0,1,5,2,6,0,7,6,1,1,0,4,6,4,0,9,3
231,18,8,1,5,2,3,2,0,3,1,1,6,3,3,14,0,0,3,17,5,0,1,0,4,1,1,0,2,6,1,3,2,1,1,2,2,3,0,15,4,1,0,1,9,6,0,10,1,0,7,17,7,7,1,1,7,2,1,3,0,0,4,8,1,8,2,4,3,8,2,4,5,2,2,1,7,8,0,3,2,3
232,2,7,0,2,0,1,0,4,1,2,0,0,1,2,2,3,0,0,1,1,0,2,2,0,0,0,1,2,7,0,1,1,0,1,0,0,0,2,3,4,2,0,1,0,2,0,0,1,1,4,1,3,0,1,0,3,2,0,1,0,1,4,0,0,2,0,0,4,0,1,5,4,0,0,2,0,1,2,1,6,3
233,3,2,2,4,2,1,2,1,5,2,1,15,2,2,5,1,6,2,2,7,2,1,1,0,5,6,4,1,7,0,3,4,2,1,2,0,2,2,13,3,1,2,5,2,4,2,13,6,2,7,8,4,1,2,1,5,2,2,2,0,0,4,2,0,3,2,6,2,3,0,2,3,0,2,6,5,6,2,2,3,3
234,5,8,4,2,1,3,5,0,4,2,10,6,3,2,4,2,2,2,11,8,0,2,7,3,4,1,6,0,1,4,4,1,0,0,1,3,0,1,2,2,0,5,3,6,3,0,3,5,2,3,7,6,9,1,1,8,1,4,2,2,4,1,3,6,0,2,4,3,5,0,3,7,2,8,4,4,8,3,2,3,3
235,16,4,0,7,0,0,0,2,0,5,1,0,3,0,2,2,0,0,0,1,0,4,0,0,3,1,0,1,0,0,0,4,0,0,2,1,0,3,2,0,1,2,0,1,1,0,3,0,4,1,0,1,0,2,1,1,0,0,3,0,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,2,2,1,0,3
236,21,6,0,6,4,0,0,0,7,2,0,5,2,4,10,1,1,1,11,0,3,2,0,1,0,0,2,1,11,2,0,10,0,1,2,2,1,3,7,4,4,2,1,5,3,2,6,3,1,7,9,9,4,4,2,6,3,3,12,0,0,1,7,0,2,1,0,5,4,0,1,9,0,0,1,2,3,4,0,5,3
237,12,7,2,2,6,1,0,2,2,0,0,9,2,0,0,0,0,1,2,0,3,6,0,0,0,1,0,4,3,0,1,0,0,14,1,0,0,2,2,5,8,0,7,1,5,0,5,0,13,2,2,0,0,4,0,2,0,0,1,2,4,11,0,0,8,0,3,3,0,0,10,1,0,0,0,0,2,0,0,8,3
238,9,7,2,2,1,5,3,0,2,5,4,4,2,1,2,3,1,2,0,3,0,1,0,3,8,1,2,13,4,2,2,4,9,3,5,0,3,0,15,2,3,1,2,8,9,5,5,3,0,2,0,7,0,1,1,6,0,5,8,0,2,1,3,1,6,15,0,2,9,1,8,3,11,0,2,5,6,7,1,9,3
239,4,15,2,5,1,7,7,1,1,3,6,6,6,3,5,1,5,4,2,6,0,9,3,1,5,0,5,4,15,8,4,2,2,1,0,4,3,2,2,4,4,0,1,0,2,1,6,4,5,15,2,11,0,3,1,2,1,0,1,0,1,6,4,1,1,4,2,5,5,0,3,10,4,1,5,10,9,1,6,12,3
