,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
133,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
134,3,0,0,3,1,5,0,5,4,0,1,0,6,0,0,0,6,0,0,1,0,3,2,13,0,0,0,2,9,1,0,0,1,0,0,0,1,0,0,0,3,2,0,0,1,0,7,15,0,4,0,0,6,0,0,2,1,1,7,0,0,0,2,22,2,0,0,0,1,2,0,0,5,3,8,5,0,1,0,0,1,1,0,0,0,0,0,11,0,0,3,0,2,0,2,0,1,0,0,2,2
135,2,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,4,0,3,0,0,1,0,0,1,0,5,0,0,0,5,5,0,0,0,4,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
136,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,5,0,0,5,1,2,0,0,2,0,4,0,0,0,0,0,1,1,1,0,1,2,0,0,1,13,0,1,0,2,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,13,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,4,0,0,0,2,1,0,0,2
137,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
138,1,1,0,0,2,2,0,3,0,0,1,0,3,1,0,1,0,0,0,3,2,0,1,4,0,0,0,1,2,2,1,2,0,0,2,0,4,0,0,0,0,0,9,2,0,3,0,1,1,2,1,0,0,0,0,1,3,0,5,0,0,0,4,1,11,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,1,0,2,0,1,0,0,0,1,1,1,0,2,3,0,0,1,0,2,2
139,4,1,1,5,0,0,1,4,3,1,1,0,3,0,2,2,0,5,1,1,3,0,0,2,1,0,0,3,1,0,2,2,1,0,2,7,3,1,1,0,1,4,2,2,4,1,2,1,2,4,2,0,4,1,4,3,0,3,2,0,0,3,1,2,4,4,2,1,4,0,0,0,0,4,1,0,1,11,2,3,0,3,0,4,0,4,0,0,2,5,4,1,2,5,1,2,1,4,1,3,2
140,0,0,0,1,0,1,2,2,1,0,4,2,11,2,0,0,3,2,0,2,0,5,1,6,1,3,0,2,0,2,1,8,1,0,4,8,1,0,0,0,0,0,19,1,3,0,0,0,0,1,4,9,1,0,0,0,0,1,4,0,1,0,4,1,9,4,2,0,1,1,1,0,0,1,1,3,0,2,0,1,5,3,7,3,2,8,0,2,3,2,0,0,0,5,1,1,2,3,1,1,2
141,1,0,1,4,3,1,0,3,0,0,5,0,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,0,0,1,2,0,1,0,0,0,0,0,1,1,1,1,0,0,5,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,1,1,0,1,4,1,3,1,0,0,1,0,0,0,4,0,3,0,0,0,0,1,0,1,0,1,0,2,2,1,1,2
142,4,1,0,2,2,0,0,1,3,0,1,1,1,1,0,0,5,3,1,3,2,2,0,5,0,1,1,1,1,0,0,0,3,0,0,2,0,0,1,1,0,0,3,4,2,2,0,1,1,1,0,3,4,0,1,2,6,0,7,0,0,0,6,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,2,2,7,2,0,4,1,1,1,2,0,4,1,1,0,1,1,0,1,1,1,0,2
143,4,0,1,2,0,0,0,3,2,4,4,2,5,0,2,0,4,2,0,3,4,3,2,4,0,1,0,1,0,4,2,2,2,2,0,2,6,1,1,0,1,0,1,4,3,0,4,0,0,3,1,5,4,3,1,1,1,0,4,2,0,3,5,0,3,4,1,0,1,0,1,1,3,2,1,3,3,9,1,0,0,1,1,10,0,5,0,0,3,10,0,1,4,1,0,1,2,3,3,3,2
144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,2
145,0,0,2,0,0,2,0,2,0,1,1,2,2,0,0,1,1,1,2,1,0,0,0,7,0,0,0,0,3,1,0,0,1,0,4,5,1,1,0,0,0,5,5,1,5,0,0,0,0,0,4,0,0,0,1,0,0,0,6,3,0,0,2,0,8,0,2,0,1,0,0,3,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,1,0,2,2
146,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
147,0,0,0,6,2,10,0,6,0,0,3,0,4,0,1,0,0,7,1,1,0,1,0,4,0,0,8,0,0,10,0,1,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,8,0,1,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,2,1,0,1,0,0,0,0,0,0,0,2,0,3,6,3,0,0,0,1,0,0,1,0,2,0,2
148,5,1,2,5,7,1,1,4,2,4,4,0,1,3,0,1,0,1,1,2,3,2,2,5,0,0,0,2,2,3,0,2,0,6,14,0,3,9,4,1,1,1,7,0,1,1,0,1,0,2,9,0,0,2,1,1,0,7,4,4,2,4,8,1,3,2,4,2,2,1,8,1,3,2,2,1,6,4,1,18,0,6,3,1,0,1,1,0,0,0,1,3,3,8,2,7,2,4,6,2,2
149,5,0,0,4,6,7,0,7,7,1,4,0,0,1,1,4,0,1,0,18,2,2,7,2,1,0,0,1,4,10,0,1,2,3,2,0,1,4,2,6,2,3,0,1,0,2,1,2,0,1,1,1,17,5,3,0,1,1,4,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,1,1,3,2,26,0,0,0,0,3,1,0,0,0,0,2,2,1,0,3,1,0,3,0,2
150,0,1,1,2,0,1,1,3,0,3,0,3,1,5,0,0,0,4,0,1,2,0,0,0,2,2,1,1,0,0,2,0,1,0,0,1,1,1,0,1,1,0,1,0,0,4,1,1,0,4,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,0,1,3,4,1,2,1,0,0,0,0,5,3,2,0,0,0,2,0,3,0,0,1,1,2,1,1,0,2
151,0,3,1,0,0,0,2,0,0,3,0,0,1,2,0,0,3,2,0,0,2,1,0,1,3,3,51,3,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,10,0,32,2,5,1,0,0,0,0,3,0,0,1,0,3,1,1,5,0,5,0,2,0,31,0,0,7,2,0,0,0,6,0,0,0,0,1,0,0,4,1,0,1,17,2,0,2,6,10,0,0,0,4,0,0,1,2
152,13,2,1,3,9,2,0,7,7,2,2,0,10,4,3,1,0,4,1,20,2,11,3,19,0,2,7,9,10,7,5,8,8,7,1,4,8,8,7,6,5,5,0,2,3,1,3,34,5,10,14,0,5,4,3,1,30,6,21,4,0,7,6,41,7,21,0,1,3,1,7,4,19,4,59,18,0,15,14,0,0,18,1,8,8,8,0,0,0,10,5,0,98,0,9,8,26,5,3,9,2
153,9,2,2,1,1,3,7,1,4,1,1,3,1,5,0,2,1,3,6,3,4,4,2,21,3,2,7,12,9,4,7,3,12,1,0,3,2,5,6,1,8,1,0,1,1,4,2,9,4,0,11,0,4,2,7,1,3,5,22,4,3,4,14,3,1,1,3,2,4,2,4,4,7,3,11,4,1,3,6,1,6,2,1,1,4,1,5,1,7,1,1,1,7,3,5,6,6,1,2,7,2
154,4,2,4,5,4,1,3,5,1,0,5,0,0,0,1,2,0,4,1,4,2,4,5,3,1,0,0,1,5,4,2,2,3,10,11,9,6,8,12,0,0,3,2,0,13,0,0,0,1,11,1,0,6,1,2,0,0,2,4,6,1,3,2,0,0,0,2,0,0,2,4,0,2,6,0,1,0,10,0,16,0,7,2,0,0,0,4,0,0,0,13,0,0,16,0,11,0,8,3,10,2
155,1,2,3,1,2,0,0,0,5,0,5,5,0,1,2,1,3,0,1,1,0,1,0,7,0,2,1,0,2,2,0,0,1,0,7,8,3,0,1,2,1,0,4,2,6,1,2,1,0,1,4,4,0,2,0,1,2,1,5,3,0,2,4,0,3,1,1,1,3,2,1,0,0,0,0,2,0,2,2,2,1,2,2,5,1,2,0,0,0,2,1,0,0,5,0,0,1,5,0,5,2
156,4,1,0,6,1,4,0,3,0,2,3,0,0,1,1,0,0,6,0,5,4,0,2,7,1,1,0,0,2,4,0,1,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,2,7,1,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,8,3,0,3,2,1,0,0,2,0,1,1,6,2,0,0,12,1,0,1,0,0,1,1,0,3,1,2
157,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,2
158,8,7,1,1,1,2,0,0,3,5,0,0,1,2,0,3,4,3,7,0,2,0,0,5,0,0,30,0,5,5,0,0,3,0,0,0,1,0,1,1,0,0,0,4,3,11,1,4,1,0,0,2,0,0,1,2,8,2,3,1,6,1,8,0,0,16,1,11,7,1,5,2,0,3,1,2,1,1,0,0,45,1,0,3,3,0,0,21,2,39,2,1,1,0,1,0,1,3,0,1,2
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
160,0,0,0,2,0,2,0,2,1,1,1,0,0,4,1,0,1,2,1,3,1,0,0,7,1,1,0,0,4,2,0,0,1,1,0,1,3,0,0,4,1,1,0,0,0,1,0,1,0,4,0,1,2,4,1,2,0,0,5,2,0,1,4,0,0,5,0,2,0,1,4,0,0,3,0,3,0,3,0,0,2,2,0,0,2,0,0,0,0,1,0,5,2,0,1,1,2,0,0,3,2
161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
162,1,2,1,4,3,4,1,0,0,1,1,0,0,0,0,0,1,0,0,3,3,0,0,8,1,1,0,3,2,0,2,0,9,3,1,6,2,2,2,0,4,0,0,0,2,1,2,2,1,3,2,0,2,0,1,1,0,1,7,1,2,1,1,2,0,0,1,1,0,2,2,3,3,1,1,6,1,3,0,0,0,2,0,0,0,3,1,1,0,0,2,0,2,0,3,0,1,2,2,3,2
163,0,2,0,2,1,3,0,10,3,1,9,0,0,1,0,0,2,0,0,1,4,1,1,6,0,4,0,1,2,4,0,0,1,0,1,6,5,1,2,1,1,1,1,1,3,2,0,3,2,4,3,1,5,1,2,3,2,0,1,2,0,0,0,0,1,5,0,0,4,2,1,3,0,0,0,2,2,3,1,3,1,4,2,5,1,2,2,2,1,9,4,1,1,0,2,2,2,1,0,3,2
164,2,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,3,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,2
165,0,3,0,3,3,1,0,2,0,0,5,0,8,0,0,1,0,0,0,4,1,1,1,0,2,0,1,0,0,2,0,0,3,0,0,0,0,1,0,1,0,8,0,0,0,1,0,0,0,0,0,0,9,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,6,1,1,0,0,36,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2
166,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,4,0,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2
167,2,1,0,2,1,1,0,0,1,1,1,1,1,2,1,2,2,2,1,0,1,0,0,7,2,1,0,2,2,3,0,1,0,2,1,2,2,3,2,0,4,1,0,4,2,0,1,3,0,6,1,0,2,2,0,2,0,1,8,0,1,1,7,8,4,1,0,0,0,0,1,1,2,1,3,2,0,5,1,1,0,3,0,5,0,1,0,0,0,6,3,1,2,1,0,1,2,3,1,3,2
168,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,1,2,0,1,1,1,0,17,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
169,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
170,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2
171,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
172,3,3,3,4,1,4,2,5,0,1,5,0,0,2,0,2,1,3,0,8,1,2,2,1,1,1,0,1,3,9,1,0,1,2,18,1,5,3,3,3,0,2,111,0,2,0,1,2,0,0,1,5,2,1,1,1,0,2,3,3,3,0,1,3,17,10,0,0,2,0,1,0,0,3,1,0,2,2,0,24,5,2,6,7,1,12,4,0,1,0,3,1,0,7,0,1,2,2,1,0,2
173,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,3,0,1,0,0,5,1,0,0,0,0,0,3,2,0,0,2,0,1,0,0,4,0,0,1,0,5,0,0,1,3,1,0,0,2,1,2,0,0,3,0,0,0,0,0,2,0,1,0,0,1,0,3,2,0,0,0,0,5,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,2
174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2
175,0,0,0,0,0,0,1,0,0,8,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,11,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,8,3,23,4,10,0,7,0,0,0,3,2,0,0,0,0,0,1,18,0,6,0,0,0,27,0,0,3,3,0,0,3,1,0,1,0,0,0,2,0,1,1,0,0,20,0,4,2,23,15,0,0,0,3,1,0,2,2
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,1,0,0,0,2
177,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,3,0,1,0,0,4,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,1,1,0,0,2,1,1,0,5,1,0,1,1,1,0,0,1,0,0,0,0,1,0,3,4,0,0,0,0,5,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,2,4,0,1,3,0,1,1,0,1,0,2
178,28,0,0,0,0,0,0,0,16,2,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,6,0,2,10,0,0,0,8,5,6,0,4,0,0,0,2,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,8,0,2,0,0,19,0,0,0,0,0,12,0,0,0,0,2
179,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,10,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2
180,14,0,0,0,0,0,1,0,7,0,3,0,0,1,0,2,0,0,0,1,9,0,4,0,2,2,0,1,2,0,0,2,3,5,0,1,2,14,13,1,0,7,0,0,0,1,0,0,0,0,2,0,1,3,9,0,2,1,1,2,0,1,3,0,0,0,3,0,1,1,0,0,1,0,0,1,9,4,6,0,0,4,1,1,0,0,3,0,0,1,3,0,0,1,1,6,0,2,0,1,3
181,9,3,1,2,4,1,1,0,7,1,2,1,3,3,0,6,0,1,1,4,2,1,5,1,2,2,0,1,4,2,2,1,0,4,1,1,2,2,4,3,2,4,1,0,1,2,3,3,2,0,4,2,0,5,3,3,0,2,1,4,0,1,13,2,3,0,4,0,0,6,5,1,3,0,0,1,5,1,1,4,0,2,4,1,0,0,4,0,0,1,2,3,3,1,1,5,2,0,3,1,3
182,3,4,4,6,1,1,5,2,2,1,1,1,3,1,2,1,3,1,3,5,2,2,2,4,1,3,0,1,5,1,2,4,5,3,6,1,1,7,4,2,3,3,8,0,1,2,2,1,4,1,1,1,1,3,5,0,1,7,1,3,1,2,1,2,1,1,1,1,3,5,2,0,2,2,1,4,2,1,2,8,2,3,3,0,2,0,6,1,2,0,0,1,3,7,1,3,3,2,3,1,3
183,3,2,0,0,0,0,0,0,12,1,0,9,3,0,0,1,2,0,0,0,0,1,1,1,3,0,0,0,4,0,1,1,3,8,0,1,2,5,4,0,0,6,0,1,0,0,4,4,0,0,0,0,1,1,4,0,0,1,1,0,3,1,2,3,0,0,0,0,0,1,0,0,0,0,1,3,0,0,3,0,2,0,0,1,3,0,1,0,0,0,1,5,1,0,0,7,1,0,1,0,3
184,6,6,7,0,1,1,16,0,2,13,0,3,1,3,2,1,0,13,0,0,5,3,4,2,4,5,1,4,0,1,7,1,3,4,4,2,4,4,2,3,10,2,31,1,1,5,3,9,5,2,3,3,1,1,2,1,0,0,4,6,2,11,10,4,0,2,6,7,0,4,15,4,4,0,2,5,6,5,3,4,2,6,4,0,5,0,10,0,1,1,6,2,14,1,1,3,4,2,1,4,3
185,4,3,5,3,8,2,1,0,5,1,3,2,1,6,6,2,3,1,4,7,4,7,8,1,3,5,0,3,1,5,3,2,6,3,1,0,2,7,7,2,4,7,2,1,1,0,6,4,1,0,5,0,2,2,7,0,2,13,2,6,6,7,4,1,0,1,2,1,2,1,5,2,7,1,6,10,1,1,1,4,1,0,4,0,3,2,7,0,4,3,0,3,8,7,4,3,3,2,6,2,3
186,7,5,5,4,4,7,1,1,3,0,1,1,2,0,0,5,1,2,2,3,5,2,6,5,8,2,0,3,5,7,3,2,5,4,1,2,7,12,9,3,6,4,0,2,1,1,3,2,0,1,0,1,5,3,6,0,0,7,6,1,4,1,12,3,0,0,5,2,2,1,4,1,5,2,1,2,6,0,5,0,2,4,1,1,2,0,5,1,1,0,4,2,5,1,1,11,2,2,4,3,3
187,8,3,2,2,3,2,7,0,2,1,2,1,1,0,2,2,0,2,4,2,6,3,1,4,6,2,0,0,1,1,1,4,0,4,1,0,4,3,2,1,1,1,2,1,3,1,4,0,2,2,0,2,2,3,1,2,1,4,3,2,2,1,4,2,0,2,4,3,5,3,3,2,4,2,1,2,5,3,7,2,0,3,2,0,0,0,2,0,0,1,4,3,1,3,1,7,0,1,2,1,3
188,4,5,1,7,2,1,10,4,2,18,3,9,0,5,11,4,0,9,4,2,10,2,2,13,7,4,1,4,0,2,8,2,5,4,1,0,2,6,7,8,9,3,0,2,0,6,11,6,4,0,1,0,0,7,1,3,1,0,3,2,7,10,6,6,0,1,0,1,3,8,5,7,2,4,15,11,9,1,4,0,0,2,0,2,2,3,4,1,1,6,3,7,17,1,8,2,5,3,2,0,3
189,2,0,1,1,0,1,1,2,5,0,0,0,6,1,0,0,0,0,3,2,3,1,3,5,0,1,0,0,4,0,0,3,6,4,0,0,1,8,9,1,1,1,0,0,1,0,1,1,0,0,2,0,1,0,5,1,1,8,7,1,1,1,3,0,0,0,0,0,3,1,0,0,2,1,0,1,3,1,2,0,6,0,3,0,0,0,4,1,0,0,0,1,0,0,1,4,0,0,0,0,3
190,2,6,5,4,1,3,2,0,5,2,1,2,3,3,0,2,3,0,3,5,8,3,9,2,6,1,0,2,10,3,1,4,6,5,1,1,0,3,8,2,5,2,1,0,0,1,2,5,0,0,0,1,0,3,7,1,1,5,1,1,3,5,8,6,0,0,3,2,5,1,2,3,4,4,1,0,11,0,1,0,0,2,0,0,1,0,5,2,0,0,1,0,2,0,3,9,0,1,7,4,3
191,11,5,1,1,0,0,4,1,6,0,1,0,0,1,0,3,0,2,1,0,4,2,3,3,5,7,1,0,0,3,4,2,1,4,1,1,1,3,1,0,0,2,0,0,2,3,2,1,5,0,1,1,0,3,0,0,1,0,0,3,3,2,9,1,0,0,2,2,1,3,3,3,1,0,2,1,7,4,5,1,0,2,8,3,3,1,2,1,6,8,3,0,0,0,3,3,0,2,0,2,3
192,7,2,1,2,2,0,8,0,5,4,2,8,1,1,1,6,2,2,3,1,0,0,0,3,3,4,3,8,1,0,8,1,1,5,2,3,2,9,4,2,4,0,0,7,1,0,3,1,4,2,9,2,1,1,2,2,2,0,2,1,7,1,9,3,0,4,5,3,2,8,2,7,5,0,0,2,3,0,7,0,1,5,2,6,7,4,1,1,9,11,0,0,4,1,5,3,7,3,2,1,3
193,9,6,8,1,3,6,3,2,4,2,2,6,1,2,3,3,2,8,4,2,2,7,3,3,10,7,0,5,5,4,12,1,4,8,9,5,6,7,6,3,5,6,3,0,4,5,9,3,1,0,5,1,1,5,5,0,3,8,6,3,3,3,11,2,2,0,14,4,2,10,19,1,8,4,3,7,3,1,10,7,2,9,4,4,2,2,6,0,1,0,7,4,7,4,4,9,2,2,1,4,3
194,7,6,3,1,4,4,11,3,5,5,4,3,2,4,6,8,0,4,3,4,5,6,11,1,3,6,0,6,3,3,12,5,7,9,2,1,3,11,8,3,2,8,0,0,0,3,3,4,7,0,3,0,1,4,4,2,2,5,0,6,6,2,2,7,0,1,1,6,5,4,2,9,3,5,4,4,7,0,4,2,0,1,1,1,8,3,13,0,5,1,1,7,8,5,3,10,5,2,3,2,3
195,11,7,1,5,2,8,2,0,6,0,2,0,3,4,1,9,1,3,1,4,0,0,6,2,1,4,0,4,5,5,0,5,2,2,2,0,0,4,6,2,1,4,0,0,0,0,1,3,3,2,2,0,1,7,19,0,0,3,7,0,2,1,14,0,0,0,6,0,1,0,0,2,1,4,2,5,0,0,1,1,0,1,0,1,2,1,2,0,0,0,1,3,3,3,1,10,4,0,8,0,3
196,1,2,0,1,2,1,4,3,4,3,0,3,1,5,2,5,0,2,8,3,3,1,4,2,2,4,0,2,3,0,2,2,2,2,4,1,0,3,7,4,1,3,8,2,0,4,5,2,2,0,3,3,2,1,3,0,1,1,0,1,3,5,2,5,2,1,0,5,4,2,2,0,0,1,2,0,2,0,4,3,4,1,2,2,2,1,8,0,0,2,0,2,0,4,4,5,0,0,2,0,3
197,4,15,7,3,0,1,5,0,0,0,2,0,2,0,2,5,3,0,1,7,1,1,7,1,1,1,1,0,3,2,1,3,5,8,2,1,1,3,8,0,1,4,16,0,0,0,2,1,2,0,2,3,0,1,3,1,3,5,1,9,7,1,4,3,8,0,3,0,3,1,0,2,1,1,0,4,3,0,3,3,0,1,8,0,0,3,8,0,0,2,0,1,1,0,1,3,0,1,4,0,3
198,7,2,2,2,1,1,4,2,3,3,0,1,0,1,1,4,0,1,5,4,4,0,7,3,5,1,2,2,6,5,1,3,0,5,1,1,4,6,4,6,6,3,2,0,1,2,5,1,3,2,1,1,3,3,3,0,1,4,1,1,1,4,8,1,0,1,6,3,4,5,3,1,6,1,1,3,2,0,4,1,1,0,0,0,1,1,5,0,1,0,1,2,6,3,3,7,4,0,2,0,3
199,15,0,4,3,0,0,5,1,5,4,1,3,2,0,2,4,0,0,1,3,7,3,8,1,3,0,0,4,6,1,1,7,3,10,2,0,4,5,4,3,3,8,0,0,1,2,2,1,2,0,1,0,1,0,6,0,2,7,3,1,2,2,8,0,0,0,4,2,1,1,1,3,2,2,2,3,5,0,2,2,1,0,5,1,2,3,7,1,3,0,0,1,2,0,1,6,2,1,3,1,3
