0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,target
4,3,12,1,2,1,5,5,4,9,8,10,4,0,10,28,2,0,4,17,16
9,8,10,14,7,19,17,21,8,16,33,19,11,20,15,9,6,0,11,4,16
9,2,12,7,30,8,12,12,19,17,7,6,6,15,8,12,14,31,14,26,16
13,4,14,4,16,5,18,5,17,26,11,27,8,5,14,13,4,10,9,33,16
5,4,7,7,6,4,13,6,2,14,28,17,3,8,10,14,6,4,8,5,16
5,10,4,2,11,25,7,11,6,6,1,2,7,9,14,10,8,11,8,3,16
16,2,0,10,16,12,5,3,12,5,13,5,4,5,15,11,8,13,3,6,16
7,3,9,10,15,5,12,10,9,14,13,4,6,8,20,10,7,5,3,11,16
13,5,27,12,12,7,25,5,10,27,6,35,9,16,14,24,18,22,7,29,16
11,6,19,13,13,9,26,13,14,21,9,25,8,16,20,13,13,20,8,13,16
10,1,8,10,25,0,6,12,7,6,6,5,1,17,28,1,18,12,1,1,17
5,9,21,8,18,12,25,7,9,21,16,23,10,12,6,13,11,20,14,22,17
7,2,46,6,22,5,20,4,20,25,3,25,11,20,11,17,21,14,13,28,17
4,3,4,5,8,17,2,13,11,4,11,15,0,4,43,3,2,2,1,2,17
17,8,48,17,10,4,59,15,30,56,4,40,17,20,12,8,24,9,17,21,17
13,4,4,11,12,2,12,18,9,16,8,17,2,10,32,3,7,0,4,7,17
2,1,9,4,1,3,15,4,1,8,9,13,2,6,10,19,6,2,2,19,17
10,18,3,16,10,14,16,24,14,21,10,12,7,6,51,5,6,2,16,4,17
1,0,0,1,4,5,1,4,3,1,1,0,0,10,1,0,8,1,0,8,17
5,17,10,14,4,9,31,12,12,35,6,15,18,6,12,7,5,2,26,8,17
9,10,2,6,8,20,14,10,12,12,10,3,13,9,18,8,11,1,12,2,17
23,7,16,11,20,21,23,9,31,27,32,27,15,12,10,44,11,12,6,47,17
26,1,111,13,10,2,61,7,42,67,18,33,13,34,9,44,22,14,13,85,17
12,9,19,13,42,5,16,14,15,17,3,17,4,22,14,5,18,23,9,20,17
5,12,22,8,22,7,22,6,8,25,12,11,6,8,9,11,8,20,6,13,17
12,4,5,14,5,10,8,9,15,9,16,14,11,4,10,19,5,6,4,25,17
11,2,9,15,29,3,7,13,9,5,10,12,2,22,25,0,25,26,1,3,17
12,3,4,9,20,2,15,10,8,12,6,16,4,9,47,2,13,14,5,2,17
8,13,8,10,30,18,15,15,12,13,5,8,17,17,7,13,15,10,9,12,17
13,13,8,3,9,12,11,12,19,12,3,16,13,16,15,3,18,12,6,8,17
5,17,19,15,25,30,31,21,9,23,15,18,24,17,37,12,13,27,17,9,17
14,11,29,17,10,13,20,30,16,25,5,12,15,18,10,6,18,8,8,7,17
15,8,13,10,17,11,15,8,11,23,10,26,11,13,28,11,17,18,16,12,17
12,7,20,16,9,27,40,13,17,40,25,20,7,12,14,17,13,4,12,35,17
15,15,15,12,34,26,25,17,14,18,24,21,15,22,19,7,18,18,12,6,17
11,4,18,10,6,13,23,8,13,15,18,22,5,15,7,21,12,7,13,12,17
8,7,28,0,16,6,15,4,7,17,7,18,4,12,13,9,13,12,5,12,17
10,3,5,5,31,4,14,7,10,16,9,20,5,18,12,4,14,16,11,21,17
4,12,27,1,20,20,18,8,13,6,14,4,7,14,13,18,12,27,4,41,17
7,6,14,12,11,9,18,7,26,16,3,11,10,14,13,15,18,2,11,13,17
7,0,7,7,22,0,3,12,8,3,7,4,1,12,21,0,13,12,0,0,17
5,8,2,8,32,8,10,7,11,12,1,3,4,10,35,4,10,9,4,6,17
28,6,35,9,4,6,12,13,48,28,19,12,9,18,28,10,11,3,11,13,17
4,5,2,5,2,9,6,6,11,4,13,11,8,7,12,9,3,6,7,6,17
6,1,32,8,17,1,20,10,14,32,17,15,0,14,29,3,12,19,5,18,17
17,7,37,12,17,0,35,12,30,27,6,11,7,33,10,7,23,10,9,22,17
12,3,20,11,34,5,25,12,22,19,9,15,13,16,34,20,17,29,15,31,17
14,7,54,25,26,18,42,37,25,34,20,14,16,31,43,35,34,14,12,31,17
13,28,7,22,10,37,18,38,25,19,20,16,24,24,16,6,18,12,10,6,17
3,4,4,5,2,7,11,14,12,8,13,3,5,11,24,5,5,0,7,7,17
5,24,2,19,8,45,15,24,7,14,24,6,8,11,44,9,11,7,8,4,17
9,13,11,13,11,21,13,13,17,8,23,14,9,20,7,24,17,13,10,12,17
3,2,6,2,23,2,17,4,10,15,1,1,3,9,2,2,18,19,5,13,17
17,1,72,9,8,3,21,6,20,19,20,15,3,17,4,11,15,2,6,13,17
16,18,11,14,25,33,28,23,19,29,38,28,21,19,35,22,12,18,21,7,17
9,4,6,7,32,4,22,10,15,21,0,3,1,20,4,0,17,25,2,8,17
3,7,17,10,10,10,11,14,14,23,4,6,7,13,25,14,6,13,9,29,17
3,0,45,8,7,6,29,7,8,19,13,22,5,7,15,7,12,11,11,8,17
5,9,7,3,25,9,12,10,8,12,2,6,6,10,17,7,7,13,10,5,17
17,2,35,13,22,4,19,5,34,21,15,3,1,18,29,0,15,22,7,15,17
9,10,8,2,20,25,16,8,10,10,11,13,5,3,26,10,6,8,4,3,17
9,2,11,5,13,13,16,6,6,20,12,11,10,9,32,31,8,1,8,24,17
9,1,6,5,20,2,5,5,10,7,7,3,3,11,0,1,14,29,2,2,17
1,3,1,3,3,11,8,5,0,10,6,12,5,3,57,4,2,3,5,1,17
9,13,23,28,4,20,23,22,15,26,4,14,13,22,14,6,17,2,8,11,17
14,4,17,7,7,6,13,6,8,19,15,42,5,16,20,12,3,0,8,11,17
4,3,2,5,2,11,14,8,5,14,3,2,6,4,16,2,3,2,5,2,17
4,10,9,13,18,7,17,21,6,12,21,17,14,13,32,3,20,11,13,1,17
4,7,39,8,7,2,14,1,8,27,0,5,3,10,0,14,6,5,6,26,17
17,7,45,16,30,14,29,11,25,29,11,14,11,17,22,28,32,41,14,39,17
9,11,12,13,25,3,14,14,13,21,6,10,10,18,29,13,15,17,5,13,17
28,3,7,1,41,6,13,13,34,15,5,1,3,13,5,0,16,10,1,10,17
5,13,16,3,4,10,22,3,4,14,4,22,14,6,17,8,8,10,14,10,17
8,10,25,19,1,9,16,19,15,14,4,13,12,21,10,1,18,2,12,9,17
16,6,18,7,29,15,32,13,10,32,18,20,15,13,57,22,6,17,13,12,17
5,20,13,11,6,39,18,16,17,14,27,15,11,7,23,16,8,0,14,21,17
51,9,40,26,18,1,46,20,60,59,20,35,12,40,19,42,42,7,15,42,17
24,5,30,10,22,9,24,22,25,25,11,17,14,27,38,25,16,13,15,22,17
11,4,15,2,6,3,19,5,6,18,15,17,10,11,2,13,10,1,1,25,17
27,17,15,5,14,5,22,22,43,20,14,9,9,18,43,4,28,5,9,12,17
11,3,18,1,20,2,25,8,22,17,2,17,4,19,2,26,19,25,2,62,17
12,0,10,10,13,0,10,6,19,15,5,12,1,10,29,5,8,9,4,6,17
8,7,12,9,12,1,7,19,23,7,2,0,1,19,9,3,22,13,1,20,17
12,10,37,10,5,16,34,4,13,35,9,10,14,12,20,14,10,11,10,36,17
11,6,29,13,14,8,4,14,16,10,7,8,5,26,18,18,16,14,5,31,17
5,7,3,14,10,5,10,10,16,12,8,5,5,10,40,6,6,2,10,0,17
6,9,10,4,4,10,14,8,18,15,12,5,5,6,22,4,5,0,6,8,17
3,0,24,8,6,3,7,14,4,9,6,3,8,11,55,8,10,1,5,9,17
19,13,25,11,12,5,17,18,39,20,3,14,8,23,6,11,21,10,12,19,17
8,10,13,13,33,29,33,13,8,29,16,25,18,13,13,14,18,11,15,26,17
8,2,35,15,15,6,35,5,13,32,17,17,9,29,18,65,17,23,13,73,17
16,0,13,4,25,0,10,5,17,6,3,2,0,10,33,2,7,10,2,1,17
3,2,2,6,4,3,6,11,4,5,14,6,2,14,7,7,11,19,5,11,17
9,13,16,10,20,23,11,19,25,10,3,9,16,16,15,13,13,10,13,11,17
2,4,9,4,29,2,9,4,4,9,7,9,4,13,17,0,11,22,2,7,17
18,6,23,15,20,8,11,12,14,21,7,8,5,23,8,10,21,21,8,27,17
13,7,11,9,12,6,25,9,18,19,4,6,5,13,22,4,13,2,9,7,17
6,8,6,3,5,6,21,2,3,21,8,6,1,4,12,8,1,1,8,20,17
5,2,22,4,5,1,23,6,12,30,12,21,9,10,12,11,6,2,10,20,17
13,8,33,19,17,8,37,14,23,34,14,30,20,24,9,8,12,18,14,17,17
8,3,2,10,17,0,25,18,8,23,6,10,3,8,23,7,3,6,3,8,17
6,6,7,4,8,5,10,11,5,5,10,7,2,3,19,9,6,16,2,11,18
5,0,6,5,6,14,5,12,6,5,2,0,0,8,6,4,5,0,2,6,18
7,1,7,8,10,11,0,24,9,0,17,1,4,12,25,11,9,10,1,3,18
13,1,4,10,23,7,7,19,10,10,10,3,5,8,14,13,13,8,2,12,18
3,3,1,4,20,11,5,16,9,4,18,5,4,10,10,4,6,2,3,11,18
3,7,16,4,9,12,6,9,7,12,16,16,3,6,27,6,3,8,1,3,18
10,0,14,7,5,5,21,5,10,18,16,9,3,2,15,24,3,5,13,17,18
1,6,0,3,11,12,8,2,0,3,6,1,7,2,2,2,2,5,2,4,18
10,1,5,4,7,10,4,9,7,4,28,5,1,1,17,12,3,3,2,11,18
7,1,0,3,22,5,0,7,12,2,7,1,4,8,19,9,3,6,1,7,18
11,1,1,8,18,7,7,13,4,4,30,11,1,3,7,10,6,9,2,8,18
7,5,11,6,14,4,11,17,10,9,11,12,4,3,34,9,3,11,7,16,18
4,3,7,7,16,7,4,14,5,10,15,12,0,3,28,20,6,19,1,21,18
6,1,9,7,12,3,8,13,8,6,21,11,4,5,32,18,4,6,0,15,18
11,7,7,7,15,8,12,10,14,6,17,3,1,3,34,11,3,9,2,4,18
12,1,6,5,9,6,4,10,8,1,11,5,1,5,8,8,5,3,1,11,18
8,6,3,5,6,13,1,9,6,1,9,3,4,1,7,9,5,6,4,12,18
15,3,3,6,19,2,9,8,6,9,11,3,0,11,12,7,8,12,5,8,18
8,2,2,12,27,3,7,12,10,4,11,3,3,10,9,12,8,16,5,14,18
6,3,5,6,15,9,7,7,11,4,12,2,4,8,12,8,6,0,2,3,18
23,1,128,6,11,8,12,12,28,13,25,16,10,17,17,29,5,5,18,25,18
11,3,4,5,26,7,6,5,12,7,3,1,2,18,10,7,9,19,5,6,18
2,1,0,6,8,3,4,13,12,1,5,2,3,9,3,10,10,8,5,5,18
12,0,5,14,20,9,10,12,14,8,24,20,5,4,34,8,8,4,4,4,18
10,5,6,8,12,6,7,15,14,6,9,1,4,11,15,5,8,12,2,4,18
4,8,6,15,15,9,7,17,7,8,13,5,1,9,11,10,8,8,1,12,18
3,1,5,1,20,3,1,11,1,2,2,0,2,3,3,5,5,11,2,4,18
3,1,2,3,30,8,0,7,6,5,3,1,4,9,8,4,5,19,1,3,18
6,8,6,15,10,13,7,16,8,9,9,10,9,9,16,13,7,9,14,12,18
3,4,4,4,6,4,13,8,2,13,7,18,9,4,8,29,4,5,5,6,18
11,11,2,7,10,12,8,11,4,8,13,8,7,8,20,11,6,4,8,1,18
16,9,2,13,5,14,11,12,5,14,12,11,6,12,23,13,4,1,9,6,18
5,13,7,15,9,6,2,17,14,6,10,14,7,19,36,20,7,3,11,15,18
9,0,2,10,16,6,2,10,11,7,24,16,1,5,17,10,4,6,4,22,18
3,2,2,8,8,2,4,2,3,8,2,1,3,5,7,4,0,1,2,20,18
7,8,2,2,8,33,11,8,5,11,39,3,6,0,13,8,0,0,6,3,18
7,1,4,9,18,5,4,14,13,2,10,1,1,7,6,2,6,9,2,4,18
17,6,6,4,6,14,10,18,15,5,14,6,5,4,22,8,8,13,3,13,18
4,1,3,7,3,6,11,18,4,7,13,5,1,3,11,10,7,13,3,31,18
9,3,6,13,3,34,6,18,5,6,12,9,4,4,26,3,2,0,3,3,18
6,1,5,7,14,9,2,12,10,3,3,1,0,11,1,6,6,8,1,3,18
6,1,2,6,21,5,4,4,9,3,2,1,2,6,7,4,8,14,1,4,18
8,3,2,6,18,7,3,6,8,4,5,0,4,7,10,6,6,14,5,0,18
10,3,8,14,13,3,7,14,12,7,4,2,1,10,12,8,5,32,4,7,18
11,2,3,10,7,3,7,14,9,5,8,5,3,15,10,2,8,16,8,8,18
8,8,19,10,18,22,10,8,11,15,22,17,7,8,15,12,5,14,4,20,18
4,8,1,9,8,47,4,12,7,9,12,7,8,12,12,12,9,5,5,9,18
18,6,7,15,19,20,8,18,20,13,19,9,5,18,14,14,8,14,4,6,18
11,2,2,8,4,4,3,10,6,3,10,1,4,6,10,14,3,6,1,3,18
6,2,4,5,9,12,14,5,9,10,10,4,5,7,0,9,1,13,7,14,18
6,13,9,9,17,6,12,7,9,8,12,7,5,9,7,13,7,19,11,11,19
4,0,3,4,13,13,4,3,10,6,4,3,0,10,21,3,7,14,0,5,19
15,0,13,6,3,0,5,3,24,1,2,1,0,17,4,9,17,15,0,18,19
9,2,19,10,9,5,17,7,10,18,2,12,2,14,17,8,9,10,3,10,19
14,9,21,13,36,5,45,21,16,43,13,16,14,17,32,16,25,46,19,27,19
22,1,3,12,41,1,24,9,21,16,3,4,7,27,3,0,19,15,5,7,19
2,3,4,4,27,6,4,4,4,3,5,8,1,6,21,3,4,23,1,4,19
10,7,38,8,19,6,27,10,10,26,12,27,5,17,14,7,18,11,10,5,19
9,18,4,17,12,43,10,31,12,11,29,12,6,10,21,10,8,6,9,7,19
7,4,7,7,24,3,11,2,9,17,25,10,3,9,33,17,10,16,2,33,19
5,10,10,8,36,11,14,12,28,22,3,3,4,26,4,11,23,17,6,20,19
15,6,23,26,28,2,34,13,17,33,12,27,6,11,8,19,14,12,13,19,19
9,6,35,8,12,4,22,9,17,20,2,12,8,19,1,14,31,15,6,27,19
9,3,12,8,33,12,23,3,15,27,12,35,6,4,8,1,5,20,8,14,19
7,4,37,10,8,14,23,14,14,23,16,17,5,10,23,12,3,3,7,25,19
12,7,33,7,29,12,23,11,18,28,12,22,11,16,15,15,20,12,12,15,19
9,7,14,18,15,1,21,15,12,19,6,13,6,16,5,8,22,11,11,24,19
2,12,15,6,29,3,25,7,5,21,6,17,27,10,9,6,16,21,18,8,19
20,2,13,16,15,8,37,7,19,29,16,34,9,19,11,9,12,9,10,22,19
8,12,5,7,26,47,14,9,6,9,19,5,3,21,16,28,18,16,3,25,19
6,8,39,8,10,13,21,10,10,21,16,3,7,11,5,14,19,33,9,34,19
21,12,3,12,13,6,19,23,19,19,24,42,10,6,22,11,9,7,10,7,19
1,14,10,7,24,45,22,3,2,19,17,10,9,2,13,10,3,9,8,9,19
3,2,6,2,14,3,5,8,7,9,5,9,6,9,17,6,9,7,5,12,19
4,6,29,9,25,5,22,16,10,25,5,12,9,12,24,7,15,23,5,16,19
9,9,12,6,12,8,6,8,15,10,13,6,4,11,16,22,8,15,5,28,19
10,6,11,15,17,2,5,14,14,8,4,1,4,17,1,3,18,6,2,5,19
11,14,17,11,17,18,25,11,18,24,6,14,10,24,11,21,25,12,8,29,19
13,14,17,12,16,15,30,19,15,31,16,30,10,15,14,8,11,7,10,20,19
6,5,9,15,13,4,16,15,14,13,6,7,5,14,13,11,14,6,8,12,19
11,1,36,2,14,3,22,2,7,25,13,36,9,5,11,19,3,9,13,30,19
9,9,9,4,14,7,21,7,17,14,19,6,4,16,14,11,14,2,8,19,19
9,4,12,10,14,5,14,13,10,15,4,13,3,12,30,16,10,7,11,24,19
11,22,11,12,27,18,22,8,19,26,27,15,14,13,26,16,13,24,19,12,19
8,6,28,4,18,2,23,3,16,22,2,22,9,17,8,24,19,9,11,25,19
12,2,18,13,21,13,36,16,17,19,15,27,8,18,23,24,17,13,12,26,19
15,2,17,6,14,0,5,11,18,10,1,0,2,20,3,1,12,8,4,22,19
4,3,29,5,11,4,12,2,7,7,2,9,6,10,12,6,14,8,10,9,19
16,12,37,10,12,16,24,7,13,26,15,29,8,12,12,7,21,6,5,13,19
9,13,17,16,14,2,28,4,19,17,7,11,6,13,12,9,13,27,16,11,19
6,13,27,7,11,16,11,11,14,17,16,11,8,9,21,13,15,13,3,23,19
14,12,24,11,18,15,10,6,9,15,20,8,9,12,17,9,8,15,8,22,19
3,10,17,7,20,18,9,9,6,12,6,4,3,15,14,15,11,13,4,24,19
10,5,15,12,13,7,23,8,13,19,10,14,5,17,4,24,15,10,3,21,20
6,4,6,2,17,4,7,3,11,6,13,9,4,5,15,23,8,14,3,20,20
3,2,8,11,11,10,12,7,9,14,21,14,5,7,10,18,9,9,4,10,20
5,2,7,4,10,11,11,7,6,9,13,14,7,14,15,9,8,3,3,13,20
15,7,7,9,15,14,10,6,6,10,12,12,6,15,13,35,13,6,3,24,20
13,7,16,10,19,4,11,8,13,17,12,14,4,10,8,27,12,5,9,21,20
12,4,8,14,16,2,6,9,11,7,23,15,3,10,12,21,16,10,2,19,20
6,1,8,15,7,8,25,1,9,17,11,16,5,14,5,24,11,3,6,24,20
10,2,9,5,7,11,19,1,12,22,22,9,4,19,8,24,11,5,6,13,20
7,2,12,3,14,12,11,1,9,7,15,11,7,16,12,19,9,13,5,24,20
8,4,7,4,12,18,5,9,8,11,11,9,5,9,11,17,4,10,6,11,20
1,1,9,10,6,2,14,5,6,14,20,15,5,7,10,15,10,13,9,10,20
13,1,19,3,3,13,15,2,9,16,13,22,7,10,6,21,7,8,6,18,20
6,4,6,5,12,14,8,7,13,10,12,28,4,8,8,9,12,9,6,10,20
13,5,13,2,6,10,13,6,14,6,16,20,5,9,24,22,12,4,3,18,20
6,2,10,8,2,7,6,11,14,15,19,21,4,12,15,18,6,8,2,14,20
16,5,19,9,5,10,14,2,10,16,13,13,2,9,7,25,5,6,7,23,20
4,3,5,8,8,12,10,6,5,13,9,8,3,10,12,24,7,12,6,14,20
3,6,12,4,7,20,12,4,8,9,15,16,2,11,9,25,8,7,5,7,20
8,4,5,8,9,15,24,10,9,12,11,17,8,12,10,15,6,9,7,18,20
5,8,10,4,16,13,13,6,2,14,20,8,10,2,11,17,9,16,3,12,20
7,8,8,1,15,18,20,3,7,15,12,18,2,3,14,22,6,4,8,17,20
4,3,16,1,9,9,22,11,11,13,17,17,7,16,12,31,16,15,10,18,20
7,2,7,6,13,9,15,8,7,17,6,13,7,9,7,15,19,8,4,11,20
5,10,12,14,8,9,9,12,7,10,11,5,12,19,10,16,8,17,5,10,20
9,8,3,11,14,4,10,16,9,5,12,5,8,11,17,8,6,8,10,17,20
11,7,9,17,10,4,15,15,12,19,20,8,7,12,10,13,8,5,15,11,20
13,7,15,10,18,15,26,7,17,16,23,15,5,17,16,22,9,7,5,12,20
11,7,6,5,15,16,15,6,8,18,12,10,7,13,11,12,11,11,7,10,20
7,9,18,13,11,24,16,7,6,11,12,13,2,15,15,11,10,3,5,14,20
9,4,3,7,15,17,10,9,5,9,22,11,2,7,18,27,9,11,4,11,20
7,2,7,12,17,17,11,15,13,10,28,15,4,11,14,22,10,4,9,12,20
14,8,13,14,17,12,10,12,19,10,10,16,7,14,15,18,14,9,6,12,20
2,6,11,13,17,14,9,6,15,11,14,10,7,15,12,19,11,9,8,24,20
10,4,11,9,19,8,14,11,11,16,12,15,6,7,14,27,8,3,9,24,20
10,2,15,10,10,0,23,8,7,27,13,28,11,12,3,16,15,5,9,18,20
10,5,12,6,14,7,16,1,6,19,8,10,2,11,7,26,11,21,8,18,20
3,0,2,8,13,7,7,9,5,7,14,5,3,4,6,17,4,4,6,9,20
9,6,18,5,23,14,11,5,9,15,6,13,6,17,13,20,12,5,5,5,20
7,4,9,8,13,14,11,3,6,9,22,20,9,5,11,16,9,5,3,6,20
6,6,2,9,6,10,10,5,10,5,20,8,0,6,10,23,7,2,2,9,20
5,2,9,8,7,2,6,4,14,8,25,5,2,10,10,32,7,13,1,13,20
9,3,5,10,5,12,14,7,10,13,11,12,7,9,4,16,10,6,5,16,20
8,8,10,7,6,8,22,9,7,22,9,10,3,11,5,21,10,9,8,20,20
6,2,4,6,14,3,13,5,10,11,13,11,7,6,8,17,5,6,5,20,20
7,2,3,8,12,6,15,9,7,9,16,19,5,7,10,26,8,6,5,19,20
5,3,7,12,15,10,9,14,6,15,15,7,3,6,13,19,4,18,2,10,20
6,5,8,6,21,5,15,8,8,13,11,10,13,10,6,15,4,21,9,21,20
8,1,13,5,8,8,28,7,8,26,20,15,5,11,9,17,13,4,7,12,20
6,3,8,10,8,7,20,7,7,14,7,21,6,13,20,15,6,4,9,8,20
13,5,5,8,9,12,14,4,7,8,14,18,3,8,15,15,9,4,4,16,20
3,6,7,16,11,9,8,7,6,14,9,16,8,0,20,14,2,9,3,5,20
4,13,0,6,12,12,6,5,7,5,18,10,11,5,12,20,8,9,2,13,20
6,5,3,6,10,21,3,4,10,4,26,4,3,7,17,14,3,10,2,3,20
6,9,0,1,9,9,4,2,9,5,12,4,6,3,11,14,2,10,3,11,20
8,5,1,6,16,12,4,7,9,2,20,10,6,5,20,7,2,3,5,3,20
3,10,0,6,12,11,6,6,0,5,17,8,5,4,16,11,4,3,1,9,20
5,4,0,3,16,14,4,5,3,3,11,4,5,5,7,8,4,8,4,6,20
10,3,1,5,6,26,5,6,9,5,15,7,5,7,24,5,8,6,5,8,20
6,5,1,5,18,10,1,3,6,3,23,2,5,7,18,11,3,9,2,10,20
8,8,3,8,10,9,7,8,7,3,6,14,3,8,27,19,7,4,4,6,20
12,5,13,12,20,6,16,12,11,9,12,15,4,8,11,24,9,8,8,8,20
11,6,11,6,16,3,18,6,6,11,17,13,1,11,13,28,12,11,8,9,20
8,2,8,8,8,9,5,2,4,4,12,9,5,14,13,33,10,12,10,11,20
8,2,6,6,11,6,4,5,5,11,16,8,2,5,10,30,6,4,3,16,20
8,7,9,3,16,7,8,1,11,7,22,16,2,2,9,35,4,17,4,31,20
9,6,5,5,6,20,9,6,11,9,21,10,1,3,20,18,8,2,1,19,20
12,2,12,12,13,5,18,3,11,18,16,8,4,11,8,20,15,4,4,15,20
9,10,19,15,10,10,20,11,5,22,11,23,5,8,10,18,10,14,8,14,20
10,3,12,7,10,3,12,8,18,24,11,11,6,9,10,10,16,7,3,21,20
11,6,6,7,10,12,17,8,14,17,26,17,3,12,20,17,11,9,8,15,20
6,8,9,11,9,8,14,5,14,22,11,13,6,14,16,31,15,9,3,32,20
12,5,16,10,8,6,35,10,10,31,21,19,10,14,12,31,18,4,9,16,20
9,4,12,11,8,10,16,4,12,21,12,13,6,15,7,16,24,10,6,19,20
7,12,9,10,8,4,11,4,7,8,16,12,4,12,14,16,8,7,5,18,20
10,3,8,2,5,5,19,5,10,22,16,27,8,10,8,24,9,16,9,14,20
5,4,17,8,16,11,13,7,9,13,20,19,3,13,10,8,7,11,5,10,20
8,3,11,6,6,11,16,8,7,13,27,14,3,7,9,31,7,12,3,22,20
19,2,10,6,15,9,11,4,13,20,19,18,10,7,14,18,3,4,6,14,20
6,3,8,4,16,7,7,5,11,9,21,7,6,7,5,32,6,8,7,12,20
5,3,8,10,13,16,9,8,6,10,16,11,2,9,8,33,7,6,2,9,20
4,5,17,8,8,16,11,10,9,19,22,18,6,12,15,14,8,9,6,16,20
9,2,16,10,5,17,9,4,13,12,16,11,3,17,6,22,10,6,6,19,20
8,9,9,14,8,4,12,12,6,12,15,20,5,10,4,19,9,13,9,18,20
5,1,2,11,19,9,6,3,4,4,23,13,5,10,15,21,8,3,4,12,20
2,8,5,8,10,17,17,6,9,16,23,13,4,11,13,12,8,7,11,8,20
15,3,7,7,8,8,13,7,7,9,14,15,1,11,9,11,11,5,6,17,20
5,11,12,8,5,18,12,9,7,13,18,14,7,6,12,20,5,5,5,26,20
2,6,17,17,13,7,27,5,10,18,19,23,3,11,8,22,13,7,3,15,20
8,5,6,11,7,6,7,2,8,11,30,17,5,11,8,16,6,10,13,15,20
10,6,3,6,2,15,5,8,6,12,32,13,4,5,15,11,11,13,4,13,20
6,6,10,4,7,11,12,8,9,14,15,10,3,11,15,20,3,7,6,12,20
4,5,8,9,7,14,10,12,5,13,8,19,1,14,6,20,10,8,4,14,20
4,2,10,2,3,12,10,8,4,9,31,6,3,8,6,14,9,6,7,7,20
9,5,5,6,19,4,15,7,11,15,5,16,7,19,8,16,9,13,4,17,20
5,7,6,7,12,15,12,9,9,10,13,8,10,8,20,12,7,4,5,18,20
8,4,11,8,7,13,13,12,11,8,11,9,5,16,9,18,15,7,3,24,20
7,5,7,7,8,7,15,9,17,14,16,8,3,10,6,15,16,14,2,23,20
7,0,7,2,16,6,3,4,13,7,11,5,5,12,7,19,9,10,2,14,20
10,4,3,7,11,36,12,2,8,7,10,7,4,7,28,14,4,8,4,7,20
13,2,16,8,20,11,12,12,11,22,14,18,4,19,12,30,16,9,1,20,20
10,5,9,10,22,10,16,9,12,21,14,14,1,24,11,16,18,11,4,28,20
7,8,6,13,10,11,15,9,13,20,20,17,3,17,5,12,12,3,5,10,20
7,9,9,12,8,6,10,15,7,11,12,20,3,17,10,16,10,8,13,12,20
6,6,6,17,6,11,20,17,3,12,14,13,9,16,5,24,8,5,5,22,20
10,6,13,13,5,14,18,6,16,19,20,16,4,11,7,10,6,3,5,13,20
11,7,7,8,16,4,17,9,20,15,12,12,2,20,10,22,16,4,3,13,20
7,11,19,14,8,8,18,8,11,19,8,11,5,22,8,14,18,6,4,13,20
9,9,12,9,8,8,26,8,19,27,17,19,4,12,6,17,12,1,7,16,20
11,6,7,11,11,14,15,4,13,15,17,18,8,13,10,16,14,14,5,11,20
10,15,9,10,14,29,19,10,10,19,13,5,8,9,12,14,6,12,6,15,20
14,5,10,14,6,9,25,10,8,13,7,16,3,14,11,21,11,18,5,21,20
8,5,6,4,9,27,19,4,5,18,19,21,3,7,8,23,5,11,2,7,20
4,6,7,11,9,26,8,4,4,13,20,15,5,5,15,19,6,10,4,12,20
5,6,11,6,10,14,10,8,7,4,16,7,5,11,13,19,6,4,8,19,20
5,3,5,8,6,4,21,9,7,17,9,16,6,10,3,21,13,15,5,11,20
7,6,7,8,8,10,18,4,8,19,9,18,7,14,14,9,7,10,4,11,20
11,4,8,6,16,2,13,4,10,13,11,9,7,12,14,19,4,12,5,17,20
10,2,9,7,4,19,6,3,12,10,28,4,6,6,13,17,4,7,0,11,20
7,7,10,3,37,5,12,5,6,16,8,10,3,9,9,9,14,18,6,18,20
9,8,5,5,22,10,8,7,13,5,15,8,7,10,16,19,5,15,1,10,20
3,6,0,11,17,36,2,6,4,5,17,1,3,6,15,12,5,13,0,6,20
7,4,9,6,9,3,12,7,6,13,21,18,4,6,6,32,8,10,3,28,20
7,9,0,7,12,22,4,5,6,7,10,3,8,5,13,3,6,5,8,2,21
7,1,4,3,10,0,8,3,2,10,2,3,1,6,3,1,9,13,3,5,21
4,10,10,14,8,22,11,11,4,7,10,6,7,12,11,3,9,7,7,0,21
5,0,2,5,17,0,6,2,5,8,4,3,0,6,8,1,10,13,0,2,21
6,4,0,4,7,14,7,2,2,9,21,8,3,4,25,4,2,4,5,4,21
9,1,10,1,11,4,15,3,4,12,11,12,0,0,26,7,7,5,6,13,21
3,12,6,4,8,35,16,9,7,16,13,12,15,7,34,3,5,10,6,5,21
0,1,0,6,6,0,1,10,6,3,0,2,1,10,6,0,9,2,1,0,21
3,0,2,2,6,2,12,2,3,10,18,6,0,3,10,5,2,4,1,6,21
3,0,3,1,1,2,5,0,2,3,3,0,3,1,0,4,1,0,0,0,21
2,8,0,6,20,69,2,13,7,1,15,7,7,8,3,7,10,6,7,0,21
2,3,1,0,3,0,2,0,3,2,0,0,1,4,0,0,7,0,1,0,21
3,9,6,5,12,50,7,5,13,7,20,7,2,5,6,8,7,4,5,7,21
9,4,11,7,23,2,19,5,8,16,9,10,4,10,8,11,9,17,8,21,21
14,3,13,10,13,1,7,11,8,9,12,15,3,17,12,16,18,6,0,18,21
