0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,target
1,0,0,0,0,0,0,3,2,1,0,4,2,0,1,0,0,1,2,0,0,0,4,13,0,2,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,3,0,0,1,10,0,2,0,1,0,0,0,2,1,0,1,1,3,0,2,1,0,0,4,0,0,0,1,0,5,3,0,2,0,2,3,1,0,0,0,1,1,1,4,1,1,49
2,1,0,4,2,1,1,1,2,2,5,3,1,1,0,2,2,4,0,3,1,1,0,2,2,0,0,2,1,1,3,1,1,0,4,0,0,3,6,0,0,3,3,3,0,3,0,0,0,4,2,0,0,0,1,0,1,1,7,2,1,1,4,0,0,3,1,4,0,1,1,0,1,1,0,2,0,3,4,2,0,3,0,8,1,0,0,0,0,5,2,0,0,0,0,1,0,1,0,2,49
5,3,2,1,1,2,1,0,10,3,0,3,0,2,3,1,2,1,1,2,0,0,1,2,3,1,1,1,2,0,2,0,2,1,6,1,2,0,1,5,0,3,12,5,5,2,0,1,3,3,0,2,0,4,2,3,2,0,6,0,3,0,7,0,7,1,4,2,1,2,4,4,0,2,1,1,1,5,4,0,3,4,0,7,0,2,1,0,0,6,5,2,0,1,2,0,5,2,2,8,49
7,0,0,1,1,2,0,0,6,1,0,2,0,0,1,0,0,0,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,3,0,0,1,2,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,3,0,0,0,1,5,1,2,1,0,0,0,1,1,0,0,0,2,1,0,1,0,49
10,0,0,1,1,2,0,4,4,3,2,2,0,2,1,2,1,2,0,0,1,0,2,6,0,2,0,1,3,1,2,0,0,0,0,2,2,1,1,4,0,0,0,1,1,0,0,0,0,4,0,3,0,4,1,1,0,0,7,0,0,1,0,0,4,0,0,0,1,4,0,0,0,0,1,0,0,0,2,0,0,3,1,6,3,3,1,0,0,4,1,3,0,1,0,0,1,0,0,0,49
0,11,4,2,1,1,3,5,6,5,2,1,8,10,3,2,6,0,1,4,2,1,9,7,0,4,8,3,0,2,7,3,3,1,4,2,2,3,4,0,3,1,4,3,5,3,6,9,5,2,10,2,1,0,1,8,1,0,9,2,10,7,1,3,2,13,6,3,2,7,2,4,1,4,2,5,3,9,3,4,3,5,9,9,5,2,2,15,14,2,3,2,7,2,1,0,6,8,0,4,49
4,0,0,0,0,0,0,0,0,1,0,1,0,4,2,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,49
2,0,0,1,0,1,1,1,1,1,0,2,0,2,0,2,0,2,0,1,0,1,0,4,0,0,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,3,0,1,1,1,0,0,0,2,0,0,0,0,4,0,2,0,2,2,1,0,1,0,1,0,4,2,1,0,1,0,11,0,0,0,0,0,12,1,2,0,0,1,0,1,1,2,0,49
1,0,1,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,0,1,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,1,1,1,0,0,0,4,0,0,1,0,1,7,2,1,2,0,0,0,0,0,2,1,0,3,0,1,0,3,1,0,0,0,0,1,1,0,0,0,0,3,1,0,1,0,0,11,0,0,0,0,0,1,0,0,0,0,49
3,1,0,3,1,2,3,3,2,1,2,6,5,2,5,3,3,0,3,4,3,3,4,1,0,0,2,2,7,3,0,2,0,1,4,7,1,0,1,5,2,1,3,0,9,1,1,0,0,6,2,1,1,3,4,0,0,3,6,2,1,3,4,2,4,2,4,1,1,1,2,2,2,2,2,0,1,2,1,5,8,2,0,2,1,2,5,0,0,1,3,1,0,4,2,0,3,5,1,2,49
4,1,0,0,4,2,1,10,1,2,1,0,2,0,0,0,0,0,3,5,1,2,1,2,0,2,0,2,1,1,0,0,1,0,5,0,0,1,0,0,2,2,73,1,1,0,0,1,1,0,3,0,1,0,1,0,3,4,2,2,1,0,3,2,3,0,0,0,2,1,0,0,3,1,0,4,0,0,1,5,2,0,2,4,0,1,1,1,2,0,0,0,0,6,1,0,0,0,4,0,49
6,0,0,6,2,2,0,1,0,0,1,0,0,1,2,1,2,0,0,2,3,4,0,2,1,2,4,1,2,2,0,0,3,2,0,1,0,0,1,4,0,0,2,2,0,2,1,1,3,0,0,1,1,4,1,3,1,1,1,0,2,0,1,2,1,0,0,2,0,2,1,3,0,0,1,0,1,0,2,0,0,0,0,3,3,1,0,2,2,10,0,0,0,0,1,2,0,0,1,0,49
2,4,2,1,4,1,2,2,8,2,0,4,3,0,2,3,6,0,9,1,0,6,1,5,2,1,3,5,3,1,1,4,35,0,0,0,2,3,3,2,5,2,13,10,0,1,5,1,3,0,6,2,3,0,3,2,3,5,3,4,5,3,2,1,3,2,3,2,3,3,1,4,7,1,11,9,1,1,3,2,2,3,7,5,2,2,3,5,1,7,3,1,1,3,3,5,6,0,3,7,49
2,1,4,1,0,3,1,1,2,1,2,5,5,2,0,1,4,1,4,3,1,3,1,4,2,1,9,0,2,1,3,0,2,2,2,0,3,0,0,2,2,0,6,3,5,0,2,1,0,0,1,2,2,2,2,1,1,2,3,0,2,0,3,1,3,1,3,2,4,1,2,0,1,0,2,0,1,3,6,5,7,2,3,0,0,3,1,1,2,0,1,0,0,4,3,3,1,2,2,7,49
5,1,1,0,0,0,2,1,1,2,2,1,0,1,1,1,4,2,0,0,0,0,1,6,1,2,2,2,1,0,2,1,0,0,0,2,4,0,0,3,1,1,1,6,3,5,0,0,0,2,0,2,0,3,1,2,1,0,1,1,0,0,5,1,6,4,1,7,0,4,6,0,0,0,0,0,1,3,4,0,0,6,4,7,0,1,1,1,3,13,1,4,0,1,0,0,0,4,0,2,49
6,2,0,2,2,1,0,1,7,2,1,4,1,0,1,3,0,1,0,2,1,0,2,2,0,2,3,0,2,2,0,0,0,1,0,0,0,0,0,2,0,4,4,0,0,0,0,1,1,1,0,1,3,3,3,0,2,0,3,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,1,1,0,1,2,0,1,1,2,0,1,2,0,1,0,1,0,1,1,0,0,0,49
2,0,0,0,0,0,3,2,1,3,0,1,1,8,1,1,0,6,1,0,2,2,4,3,0,2,0,2,0,1,1,2,1,0,1,1,2,0,0,1,0,4,6,0,1,5,1,2,0,2,2,3,0,2,3,1,1,1,2,1,0,3,3,1,1,1,0,5,2,1,2,1,0,1,1,0,0,2,0,1,2,2,0,1,2,1,1,0,0,9,0,3,0,0,1,1,2,1,1,0,49
11,0,0,1,2,0,0,6,5,1,2,2,2,2,0,0,0,2,0,3,0,0,1,5,3,0,2,1,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,3,0,5,0,0,0,1,0,2,3,0,1,3,3,0,2,0,0,2,2,0,0,1,0,3,1,0,1,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,2,0,0,2,1,1,0,0,3,0,0,0,49
4,2,0,1,1,0,1,0,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,5,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,4,2,0,0,2,1,1,9,1,1,2,3,0,0,4,0,2,1,1,1,0,0,0,1,0,2,0,1,1,0,0,1,9,1,1,3,0,1,12,0,1,0,0,3,0,0,0,0,1,49
5,0,0,5,0,3,0,2,1,0,1,2,1,1,2,1,0,0,1,1,0,1,1,4,0,2,0,0,5,0,0,1,0,2,0,0,0,1,0,1,0,2,2,1,0,1,1,0,0,0,0,2,1,0,1,0,1,3,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,3,2,0,2,0,1,0,1,0,2,5,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,49
3,0,1,1,0,1,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,1,0,0,8,0,1,2,0,3,1,1,0,0,1,0,1,1,2,5,0,3,1,4,4,0,0,0,0,20,2,0,0,2,0,0,0,0,0,0,49
4,2,0,1,2,1,1,2,3,0,2,5,0,0,2,2,0,0,0,1,0,2,2,3,1,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,6,0,0,2,2,0,0,4,0,0,0,1,0,0,0,0,0,2,4,1,1,1,2,0,0,0,0,2,0,0,2,1,3,3,1,3,0,0,0,0,1,0,1,1,0,2,0,2,0,49
7,1,0,1,1,2,1,0,3,5,2,5,1,1,0,2,1,0,0,0,2,1,3,1,1,1,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,1,3,1,3,0,1,2,0,4,3,4,8,1,0,0,1,2,2,3,0,1,1,1,0,1,2,5,2,1,1,0,4,2,1,1,1,0,0,3,8,0,4,0,0,0,0,1,2,1,0,2,4,0,1,0,49
3,0,2,0,2,0,3,1,0,1,1,3,0,1,5,1,3,1,2,0,0,0,3,2,4,1,1,1,0,0,2,0,0,2,0,0,1,2,5,3,1,1,0,3,0,0,0,2,0,0,0,0,0,6,1,0,0,2,2,2,2,1,0,0,0,2,1,2,3,0,2,2,2,0,0,1,3,0,1,2,0,0,0,2,3,0,1,0,0,5,0,0,3,1,0,2,1,0,0,0,49
6,0,0,4,0,1,1,1,3,1,1,1,0,4,1,0,0,3,0,4,0,2,0,8,0,0,1,0,0,0,3,0,2,0,1,0,0,2,1,1,1,1,1,0,0,4,0,3,0,0,0,3,1,0,1,4,1,0,1,0,0,1,1,0,2,2,0,3,0,4,0,3,1,3,1,1,1,0,2,2,0,1,0,4,0,1,1,0,0,5,0,4,1,4,2,2,1,0,1,0,49
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,6,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0,49
1,1,1,2,0,0,1,0,1,4,0,0,0,1,0,1,0,6,0,0,2,1,2,1,3,1,0,2,0,0,2,1,2,2,1,1,1,2,3,0,0,1,1,0,2,2,2,2,0,2,2,0,1,0,3,0,0,1,0,0,0,0,1,0,2,1,0,3,0,1,2,1,0,0,1,0,0,9,4,3,1,5,1,8,0,0,2,0,1,10,8,0,2,1,1,1,5,4,3,3,49
4,0,0,0,0,2,0,3,0,1,1,7,1,3,0,0,0,0,2,2,0,2,2,6,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,3,2,0,3,6,0,2,2,0,2,7,0,0,0,2,1,0,2,0,0,4,0,0,3,1,0,0,0,0,1,0,0,0,0,0,6,0,5,1,2,4,1,0,2,0,0,1,1,0,0,2,0,49
1,0,1,1,1,2,0,4,3,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,4,1,0,0,0,0,1,2,1,1,0,1,0,3,0,1,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,2,0,2,0,1,1,0,0,0,0,0,49
4,3,4,2,1,1,2,3,5,1,0,5,4,3,7,1,1,2,0,0,2,0,0,2,1,3,1,2,4,2,0,1,1,3,3,4,5,2,4,0,1,0,10,3,13,3,1,2,1,4,3,1,2,2,1,3,4,0,5,1,4,0,3,1,3,4,0,3,0,4,4,0,1,1,0,1,1,1,3,7,0,6,6,18,3,1,1,0,4,9,3,0,1,2,3,4,1,5,1,2,49
6,1,0,5,0,2,0,3,1,0,3,2,1,0,0,1,0,0,1,0,0,4,5,8,2,0,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,3,1,0,0,1,2,0,1,0,0,0,2,1,2,4,0,3,2,1,0,0,0,0,2,1,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0,2,0,0,1,0,2,0,49
3,0,0,0,0,2,0,2,4,0,1,3,0,1,3,2,0,0,0,0,2,1,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,4,1,0,2,0,1,1,0,1,0,3,0,0,0,3,0,0,0,0,1,2,1,1,5,1,0,0,0,1,0,2,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,49
4,3,2,2,0,3,1,3,8,2,0,2,5,2,0,4,0,6,2,5,6,2,5,4,3,2,0,0,5,5,0,12,3,2,0,0,4,1,4,1,4,4,0,0,2,1,1,4,2,0,1,2,1,1,6,1,3,1,3,1,1,0,2,0,0,4,1,2,2,1,0,2,3,1,2,9,1,0,4,0,2,0,4,0,1,0,3,0,2,5,2,3,3,0,2,1,1,2,2,0,50
3,3,3,3,3,0,2,1,4,5,2,3,3,0,1,3,0,3,5,0,4,3,4,2,1,2,0,5,2,1,5,6,4,8,2,1,1,2,2,0,8,5,0,0,0,4,8,6,4,0,4,0,0,1,3,0,0,8,0,2,7,4,4,5,0,0,0,6,4,2,1,2,5,1,12,5,6,0,2,2,4,2,2,0,1,1,4,0,0,1,0,1,6,0,1,5,1,0,7,0,50
4,4,1,4,1,1,3,3,1,2,3,1,3,1,0,1,2,0,1,6,0,2,1,6,1,1,1,2,0,6,4,3,2,1,1,1,1,0,0,0,5,1,1,1,2,1,2,4,0,4,3,2,5,0,0,2,0,0,5,2,4,1,1,4,0,4,1,0,2,2,1,4,3,6,10,10,0,1,0,2,4,3,1,3,0,3,1,0,0,0,1,1,4,1,3,1,2,0,1,0,50
4,0,0,1,0,1,0,1,0,3,1,1,0,3,0,0,0,5,1,2,3,0,0,5,2,4,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,1,1,0,1,2,0,3,1,0,0,0,1,0,2,1,2,1,0,2,0,0,1,2,0,4,0,0,0,0,0,0,1,1,2,0,0,0,1,1,3,1,1,0,1,3,0,1,0,50
3,1,2,2,4,3,5,0,0,3,0,0,0,1,1,8,1,1,5,1,3,7,4,0,0,1,2,4,6,2,2,4,17,3,0,0,0,3,2,0,6,2,0,2,1,3,4,2,2,0,1,0,2,1,3,0,0,13,0,0,3,4,0,6,0,0,0,3,5,3,0,1,5,3,4,8,3,0,1,0,3,0,0,0,0,1,3,2,1,0,0,0,5,1,1,7,3,0,6,0,50
10,3,1,1,2,1,11,2,2,8,1,6,0,6,1,0,0,0,6,2,4,2,8,11,0,0,1,4,1,1,5,3,4,4,1,0,0,1,4,3,4,3,0,6,0,0,3,4,1,0,3,2,1,5,2,3,3,6,0,3,2,7,0,3,1,3,1,3,4,6,0,1,6,4,8,4,9,0,2,3,1,0,0,0,2,1,3,2,2,5,0,2,5,1,2,2,5,0,8,0,50
6,0,1,0,1,2,0,3,0,0,3,0,6,1,0,1,1,2,1,2,0,2,1,6,1,1,0,0,3,1,0,1,0,0,4,0,0,1,0,0,0,0,5,2,0,3,1,0,1,1,0,5,2,0,1,4,0,0,7,2,0,0,1,1,6,1,0,4,0,0,1,1,0,1,3,1,4,1,0,3,0,1,1,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,2,0,50
4,6,3,3,1,2,6,2,6,5,2,3,5,1,0,2,1,0,1,2,2,2,3,5,4,1,0,3,7,3,1,3,6,4,1,0,0,4,5,1,9,2,1,1,0,0,8,7,0,1,2,1,1,0,0,2,1,3,4,2,3,2,2,5,3,3,0,0,1,3,1,3,5,2,12,12,0,2,3,1,4,1,3,5,1,1,1,3,0,3,3,2,7,1,3,3,5,0,9,2,50
13,2,0,1,2,0,5,2,2,1,1,5,2,1,1,5,1,3,1,2,2,5,1,12,2,1,0,3,2,2,4,0,3,0,0,0,0,1,1,1,5,0,0,2,0,2,5,2,2,0,0,0,1,3,1,1,1,1,8,1,4,1,11,7,1,0,0,0,3,3,0,2,2,2,9,2,3,0,5,0,1,0,0,1,2,2,0,0,0,0,0,1,5,3,4,2,2,0,2,0,50
6,3,2,1,2,1,3,1,8,2,0,0,1,1,0,3,0,4,3,6,6,2,2,5,5,4,0,0,5,4,0,8,7,5,0,0,1,3,2,2,2,4,0,0,2,1,4,2,0,0,1,2,1,2,3,2,2,2,1,1,0,0,1,2,0,2,1,2,2,1,2,1,2,1,1,4,1,2,1,0,4,0,5,1,1,0,2,0,4,5,0,4,2,0,3,3,0,1,4,0,50
3,1,1,1,6,0,3,1,3,6,4,1,2,2,1,1,5,6,2,4,5,3,3,2,1,2,0,7,0,2,4,13,2,6,1,1,0,4,3,0,5,1,2,3,2,2,6,17,1,0,2,0,0,0,1,2,0,2,1,3,4,5,3,10,2,2,2,1,8,4,3,3,6,3,16,4,2,0,2,2,9,3,6,1,0,0,2,2,1,1,2,2,8,3,9,5,4,0,3,0,50
6,3,4,1,5,3,1,5,4,2,3,2,0,5,1,9,1,0,2,9,3,2,2,6,2,2,0,5,11,3,0,3,0,9,5,0,1,3,6,5,3,4,7,0,0,3,4,2,1,0,2,4,8,0,5,4,0,6,4,6,3,0,5,1,12,0,6,4,1,3,3,1,5,4,1,3,4,5,5,8,1,7,1,0,2,4,1,1,2,0,7,1,0,9,3,6,2,3,6,2,50
1,0,0,1,0,1,0,0,5,1,3,0,2,2,0,5,0,4,3,4,1,0,2,7,0,0,0,3,7,2,1,3,4,3,0,2,1,3,2,0,0,0,0,0,1,0,2,1,0,1,3,0,4,0,2,2,0,1,6,1,0,1,2,2,0,1,0,0,0,0,1,4,1,1,7,4,0,0,3,0,1,1,0,0,0,3,2,0,0,0,0,1,4,0,0,1,3,1,0,0,50
3,6,4,1,3,2,5,3,7,4,1,1,7,2,2,5,3,9,2,3,5,3,4,1,2,4,0,3,7,5,1,2,1,8,7,2,11,6,7,6,4,5,7,1,6,3,3,7,4,2,8,4,0,5,4,2,4,0,19,6,2,4,3,6,6,4,5,1,2,0,3,1,5,3,4,4,3,3,5,6,5,2,4,2,2,2,2,2,2,0,8,3,10,8,3,9,5,9,3,3,50
2,3,2,4,6,8,4,4,6,7,4,1,1,4,2,8,1,0,1,2,4,2,0,5,3,1,1,4,9,11,8,1,5,0,5,1,3,5,4,8,2,4,0,0,1,0,4,2,3,0,8,3,1,7,6,2,1,2,8,4,5,3,2,3,1,5,1,0,0,5,3,1,0,5,0,5,3,1,3,5,1,1,1,4,6,5,3,3,1,8,4,3,8,2,3,2,2,3,6,0,50
1,6,1,3,3,0,10,0,4,6,2,3,0,2,1,5,1,4,3,0,5,4,7,0,0,2,0,2,0,0,4,10,28,5,0,0,0,4,4,0,12,1,0,0,0,2,7,6,5,0,2,0,0,0,0,1,3,7,0,2,8,3,2,11,0,0,3,0,1,4,0,2,17,3,18,12,2,0,3,0,1,1,0,0,3,0,5,0,0,0,1,2,4,0,4,7,4,4,3,0,50
6,1,1,3,8,0,5,2,5,2,3,7,1,2,2,4,7,3,4,4,2,2,3,12,1,2,5,4,3,0,4,2,5,1,0,1,0,5,8,6,11,0,0,3,0,6,6,9,8,0,1,0,0,8,5,2,1,1,6,3,12,0,1,9,2,0,1,5,3,5,0,3,3,3,8,3,4,0,5,0,0,0,0,2,2,1,1,2,3,1,0,2,5,3,7,3,5,0,2,0,50
3,4,4,2,3,2,11,3,4,0,4,2,4,0,0,5,4,0,5,2,1,5,3,2,2,2,2,5,2,1,3,6,2,3,2,0,1,2,1,0,6,1,0,0,3,1,11,8,5,0,3,2,1,1,4,1,8,5,2,6,7,4,2,4,4,0,1,2,2,4,0,3,3,1,7,3,3,1,2,3,4,2,7,4,5,0,4,3,0,0,1,3,3,1,0,3,5,4,1,1,50
4,2,5,3,7,0,7,2,3,7,2,7,7,3,3,1,4,7,6,4,1,8,7,0,6,4,0,10,0,4,7,8,3,4,1,1,0,6,6,0,10,1,0,1,0,1,9,14,4,1,3,2,1,1,2,4,3,2,3,6,2,4,0,10,4,1,2,1,8,8,6,7,8,4,19,2,3,0,2,1,11,1,5,3,5,2,4,1,0,1,2,4,2,4,10,4,3,0,7,0,50
8,10,7,2,7,0,5,0,4,7,1,6,0,5,2,6,0,2,4,5,4,5,5,2,0,1,0,7,9,4,1,5,8,11,3,0,1,10,8,2,12,2,0,0,2,5,8,5,2,2,8,0,0,3,1,1,0,4,2,7,4,14,4,5,0,0,3,4,8,8,2,1,12,3,17,4,2,0,1,1,0,2,2,1,1,2,3,0,1,0,2,3,4,4,8,12,5,1,10,1,50
6,5,1,2,2,1,3,1,3,1,7,0,2,1,1,6,0,2,3,6,2,4,3,5,1,6,0,2,2,3,4,2,3,2,3,2,4,2,5,1,5,6,1,1,1,3,3,2,2,1,5,0,0,1,7,1,1,10,3,5,5,2,7,3,4,1,1,2,3,4,5,0,5,3,3,2,1,1,1,3,0,4,0,4,4,6,4,1,0,2,4,2,1,4,5,8,3,1,8,4,50
10,2,0,2,3,0,1,3,6,3,0,0,0,1,0,1,1,6,0,2,4,1,0,9,2,4,2,3,0,2,0,3,0,2,4,0,2,3,2,3,1,0,0,1,0,4,2,3,2,2,0,0,2,3,0,0,1,0,8,1,0,1,7,5,4,1,0,3,0,1,2,0,2,0,5,4,2,4,1,3,0,2,0,3,1,0,1,3,0,0,3,0,5,0,3,2,0,1,0,0,50
1,9,2,0,6,6,5,2,6,5,2,3,0,7,1,5,3,5,8,3,2,5,2,5,6,5,1,4,4,3,6,5,8,8,1,2,1,1,2,2,6,5,0,0,2,1,7,7,5,2,6,1,1,1,8,4,0,3,12,4,8,0,2,10,1,1,3,2,10,13,8,5,4,2,16,8,6,3,2,2,2,3,1,2,6,2,3,1,1,2,3,1,10,3,3,4,5,3,8,4,50
2,2,0,2,2,0,3,4,1,2,4,1,16,1,1,7,2,1,4,3,2,5,2,19,3,1,0,2,1,1,0,2,1,4,0,0,0,1,3,7,5,0,0,1,0,0,2,6,3,0,1,2,3,4,2,2,1,0,4,4,2,2,0,4,0,1,0,1,7,3,1,1,3,1,6,6,2,0,2,0,5,0,8,0,4,1,1,2,0,3,0,0,5,1,3,1,5,0,2,0,50
3,0,2,5,4,1,1,3,12,2,4,2,3,3,0,8,9,3,2,1,1,5,6,3,0,3,8,10,7,2,6,3,2,5,0,0,1,7,5,0,6,1,1,1,0,4,3,12,3,0,3,1,3,0,4,1,2,3,8,2,0,3,3,8,0,2,0,3,4,4,0,2,0,2,2,8,1,0,2,1,3,1,0,3,1,3,3,4,2,0,0,1,10,1,3,6,8,0,2,0,50
6,1,2,2,3,0,5,4,3,7,4,3,0,0,0,4,4,3,4,6,0,3,2,7,1,1,2,4,6,2,3,1,6,2,0,0,0,3,2,1,8,2,0,2,0,0,5,11,6,0,9,1,5,2,3,1,0,2,3,1,2,5,1,8,3,0,1,0,5,1,1,3,4,1,21,9,3,0,2,1,1,1,0,0,1,1,2,5,1,1,0,0,3,2,3,3,4,0,3,1,50
3,7,1,5,2,1,18,1,5,10,1,5,10,2,2,1,12,10,8,0,4,4,4,1,3,2,12,5,2,3,8,2,6,3,0,3,1,0,2,1,7,0,0,4,0,3,13,7,6,0,2,4,0,2,1,4,7,0,1,7,5,8,2,14,1,1,4,2,8,5,8,3,3,2,2,5,5,0,2,1,14,2,2,2,3,2,4,20,5,1,1,6,4,5,9,1,8,0,2,2,50
2,1,1,0,2,1,7,0,1,6,0,3,1,1,2,4,1,8,8,0,1,3,12,0,3,3,1,6,1,0,4,1,17,2,1,0,1,2,3,1,6,3,0,1,1,2,9,7,8,0,4,0,0,0,1,0,1,6,0,5,4,14,2,12,0,0,0,4,7,5,3,6,13,2,15,7,1,1,1,0,1,0,1,2,1,0,5,1,1,0,0,4,11,0,6,4,8,1,3,3,50
1,2,3,1,1,0,5,0,0,7,1,2,4,3,0,0,4,8,3,0,5,5,1,0,0,0,3,8,1,1,4,4,6,1,0,0,0,2,3,0,8,2,0,1,0,1,5,6,1,0,1,2,0,0,0,3,1,2,0,1,2,9,0,9,0,0,0,4,9,4,0,2,7,0,5,6,7,0,1,0,8,0,0,0,0,0,1,1,1,2,0,5,11,0,7,4,3,0,1,0,50
0,1,0,2,1,0,2,1,3,6,0,3,0,4,5,3,0,8,0,0,1,0,1,1,1,3,0,3,0,0,2,0,4,3,0,0,0,5,8,0,2,3,4,0,0,2,1,2,2,0,1,0,0,0,0,1,0,1,0,1,0,9,9,1,6,1,0,2,2,0,1,6,1,1,3,0,0,2,1,3,1,0,1,0,2,0,1,0,0,4,1,1,9,4,0,5,10,0,1,0,50
2,1,0,0,1,1,1,3,1,1,3,2,7,0,0,6,1,1,1,8,0,1,2,3,0,1,1,3,3,4,0,3,2,0,0,2,0,1,0,0,2,0,0,3,0,0,2,2,0,0,2,0,1,0,1,0,3,1,2,1,1,0,2,2,0,0,1,1,4,2,0,0,1,2,1,1,0,0,1,0,16,2,0,3,3,3,3,4,0,0,0,0,0,1,1,4,0,0,2,1,50
3,2,4,1,3,2,4,2,8,2,1,1,0,1,4,4,1,0,1,2,4,2,1,7,5,3,0,1,7,2,3,1,1,2,5,2,2,3,1,0,3,4,0,1,8,3,1,1,1,3,4,1,2,2,1,1,1,2,7,3,0,4,1,5,2,1,4,1,2,3,3,1,1,1,3,3,4,4,4,0,0,3,4,2,0,0,2,0,2,7,2,3,0,3,4,4,2,6,4,0,50
3,3,1,0,0,0,7,0,3,10,1,3,0,0,1,5,1,8,5,1,5,8,3,1,0,1,0,2,1,0,0,3,8,6,0,1,1,1,2,0,8,0,0,1,0,2,8,10,2,0,1,0,0,1,0,1,0,0,1,6,4,4,0,15,0,0,0,2,2,4,0,3,4,1,14,7,3,0,0,0,0,0,1,0,2,0,1,1,0,1,0,3,9,0,3,4,3,0,2,0,50
3,2,4,3,3,1,6,2,7,2,3,2,1,2,4,2,7,6,2,9,4,1,3,2,2,7,3,0,12,7,10,2,3,4,4,2,2,5,5,4,4,3,2,7,0,3,6,1,2,0,4,0,2,1,2,1,8,3,5,8,3,3,2,2,3,1,3,2,2,10,1,6,3,3,6,5,4,0,6,1,0,2,3,8,3,6,2,0,3,6,2,1,10,3,4,6,5,1,7,0,50
2,5,5,0,0,0,2,2,5,6,1,4,1,1,3,5,1,2,1,4,2,5,4,5,3,2,0,3,2,1,3,3,3,2,0,1,0,1,4,2,5,3,0,2,1,2,2,6,5,0,2,4,0,4,2,5,2,3,2,4,6,1,2,4,0,1,1,1,2,10,4,1,6,0,3,4,4,0,3,1,1,2,1,4,3,1,4,0,1,5,1,0,2,1,4,4,3,2,4,0,50
0,1,2,0,0,2,2,0,3,8,0,1,1,2,0,4,0,1,0,1,5,0,5,3,4,1,0,5,3,1,1,3,4,1,1,2,4,3,4,1,3,0,2,0,1,3,1,1,0,2,2,0,0,0,0,0,0,0,3,1,1,4,1,4,4,0,3,2,1,0,2,1,4,1,1,1,7,2,2,2,0,1,0,1,2,1,1,0,1,0,0,1,0,1,0,8,4,0,3,1,50
