0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,target
5,7,3,8,7,5,3,5,4,8,7,7,7,10,9,16,6,5,5,4,5,6,5,6,3,7,2,4,2,3,7,12,2,2,8,8,4,10,4,5,6,18,0,3,4,8,6,3,5,7,9,2,4,2,5,2,10,9,12,5,32
4,2,4,12,5,7,8,4,5,4,4,2,12,10,10,14,3,5,12,7,8,7,4,6,4,11,2,5,5,18,11,14,1,4,6,3,4,7,5,2,14,14,1,4,4,0,5,7,6,7,4,4,5,5,1,2,9,3,17,15,32
4,3,7,11,4,6,6,8,6,4,0,11,6,4,5,4,4,9,7,1,6,7,3,10,3,11,4,5,3,8,5,7,1,9,4,1,1,13,6,3,3,4,0,2,6,3,16,14,1,4,7,4,3,5,7,4,3,4,18,8,32
5,1,4,4,3,14,7,1,8,8,8,2,7,4,6,1,7,4,6,4,7,8,2,4,4,13,2,3,2,10,3,3,3,4,11,2,0,6,6,4,9,4,2,1,5,5,7,6,6,8,9,4,5,1,5,4,8,5,6,7,32
4,0,1,7,1,8,5,3,5,11,4,6,7,5,2,1,6,4,9,1,3,2,4,3,4,10,1,1,4,8,1,6,1,5,3,1,6,0,7,3,6,1,0,3,1,2,7,4,8,1,6,3,3,2,9,1,8,5,8,8,32
5,0,3,1,2,1,4,2,2,4,1,3,5,5,3,0,3,3,9,2,6,2,4,7,0,6,3,0,0,2,3,6,2,5,8,5,0,5,3,1,5,4,0,1,2,4,5,3,3,4,6,0,2,2,3,1,1,2,8,4,32
3,2,0,0,8,6,7,3,6,4,1,7,0,5,2,3,3,2,6,0,4,5,8,3,2,3,5,2,2,3,6,8,0,1,10,4,1,3,4,3,14,0,0,0,10,2,3,12,5,5,13,5,2,2,1,3,10,4,3,5,32
5,1,5,11,4,12,21,7,10,6,1,6,3,4,8,10,7,0,13,5,6,5,15,2,4,5,7,5,1,9,4,14,3,9,3,4,2,6,2,3,9,3,1,5,11,3,15,7,6,10,12,5,5,7,2,5,9,7,16,14,32
6,2,4,9,8,4,10,4,10,5,2,12,12,5,9,12,5,8,7,2,8,8,6,5,5,8,6,16,2,4,3,10,2,10,8,3,2,14,4,0,7,6,0,5,5,3,10,4,6,15,4,2,2,3,5,6,7,6,16,5,32
2,1,3,4,1,8,7,4,16,1,9,4,7,5,3,5,4,5,8,4,7,5,6,5,1,9,1,1,3,0,4,8,0,2,6,5,6,2,4,8,8,0,1,5,5,4,7,4,12,5,6,2,1,1,2,1,3,2,7,5,33
2,4,1,3,1,0,7,0,5,3,2,2,1,2,1,5,0,7,2,1,3,0,0,3,6,2,6,3,6,2,7,7,14,2,5,8,1,2,0,0,5,8,14,0,4,0,3,2,2,3,7,1,0,1,2,0,7,3,7,3,33
4,0,0,2,1,0,3,1,1,0,10,3,0,2,2,2,3,2,4,0,3,1,8,3,6,1,8,3,1,4,11,2,3,0,6,1,4,3,1,0,2,2,4,0,5,1,3,8,0,3,16,0,1,1,0,0,3,0,1,3,33
2,7,0,3,3,0,8,1,8,3,3,3,0,5,6,2,1,16,2,0,0,3,2,9,10,0,10,2,11,2,3,3,9,4,2,5,4,0,0,1,4,6,13,0,6,0,3,1,3,2,0,1,1,2,0,0,3,0,7,2,33
3,0,0,11,1,0,1,0,4,3,1,1,0,1,3,0,2,7,7,0,3,0,0,6,4,1,4,2,0,0,7,9,4,1,1,2,0,4,0,0,3,3,1,0,1,0,3,4,0,3,4,1,2,2,1,0,4,0,1,1,33
2,1,0,4,2,1,8,0,1,1,1,1,3,2,1,5,2,6,4,0,7,2,3,7,5,0,5,4,0,1,2,5,9,0,2,5,7,8,0,0,2,3,5,0,0,1,4,1,1,5,3,1,0,5,0,1,6,1,8,1,33
3,2,1,4,8,0,9,2,5,3,1,3,0,2,3,8,2,5,7,2,7,2,2,3,1,1,1,5,14,0,3,7,4,0,2,3,3,2,0,6,3,11,5,0,0,2,2,3,0,7,3,1,1,6,2,4,3,2,12,3,33
4,0,2,2,1,0,11,0,3,0,5,1,3,3,5,5,3,13,11,0,1,3,1,1,0,1,1,4,13,1,1,5,5,3,0,2,8,0,2,5,5,3,4,2,1,1,5,2,5,10,3,4,3,0,1,3,5,0,6,4,33
3,4,5,4,7,3,3,2,13,0,5,3,1,2,1,1,3,11,2,1,3,1,2,12,4,6,2,3,19,1,11,3,6,2,7,6,7,3,0,10,4,17,8,1,5,0,7,3,1,3,10,1,1,2,2,2,6,0,10,2,33
1,2,1,5,0,0,7,0,10,2,2,1,0,3,2,4,0,2,7,0,7,1,0,6,2,2,3,5,3,0,7,3,15,1,3,7,2,1,0,0,4,9,4,1,3,0,2,1,0,2,8,1,3,3,2,0,4,2,6,2,33
3,0,1,5,2,3,13,3,3,0,1,0,0,0,1,2,4,10,3,1,2,0,1,5,9,1,6,6,5,0,7,2,15,3,8,7,3,3,1,0,1,2,0,1,5,0,5,4,2,0,5,2,0,4,0,0,3,0,6,0,33
3,2,2,0,0,0,4,0,4,2,3,3,0,2,3,2,2,15,4,2,4,0,0,4,2,0,2,0,17,0,4,4,6,4,2,5,2,0,0,5,5,3,25,9,3,1,8,1,0,4,5,1,1,0,4,1,2,2,4,0,33
1,12,0,0,0,2,6,1,12,3,0,2,0,0,1,4,4,17,2,1,2,0,2,4,3,6,3,2,16,1,2,3,7,2,1,1,10,1,0,4,2,10,22,0,2,0,8,3,3,2,4,3,1,0,1,2,5,1,2,1,33
9,7,0,0,3,2,2,2,9,4,4,1,3,4,4,4,3,3,4,0,1,3,2,6,0,7,0,3,11,4,6,1,0,4,2,4,13,0,7,10,3,5,3,0,1,2,4,6,4,3,4,2,2,2,2,1,3,1,4,1,33
1,0,1,1,4,0,6,1,1,3,0,2,0,0,2,2,2,11,9,4,0,1,1,2,0,1,0,3,5,0,1,7,0,2,6,1,0,4,2,2,5,4,0,3,2,1,3,4,0,8,2,7,2,0,2,6,5,7,6,1,33
1,2,3,2,0,0,3,1,3,2,2,3,1,3,5,2,4,3,7,0,2,5,4,2,2,1,1,0,10,0,1,6,0,0,0,2,1,3,1,20,6,0,1,0,10,3,3,3,2,9,0,1,3,1,1,4,4,0,2,2,33
2,2,2,2,3,2,1,0,6,0,0,0,0,1,5,2,0,10,7,1,1,1,4,8,3,1,1,3,8,2,4,3,15,2,1,1,3,2,2,3,0,16,11,0,3,0,3,1,1,5,1,1,0,4,1,0,3,3,4,1,33
3,1,0,10,2,3,2,0,4,1,5,1,3,3,2,3,1,5,5,2,3,3,5,9,1,2,0,2,4,4,8,11,0,1,1,6,2,2,1,4,4,6,0,0,6,2,1,6,0,0,1,0,0,1,0,1,11,1,1,3,33
4,3,5,3,2,1,8,4,7,3,9,1,8,4,3,3,2,12,8,6,5,2,0,2,2,0,0,2,18,0,5,6,2,6,5,4,7,5,1,17,3,2,8,3,1,1,6,2,0,8,2,4,2,3,2,4,4,2,8,1,33
5,1,2,6,2,7,6,0,1,7,6,3,2,4,6,4,2,1,5,2,5,3,7,6,3,4,1,2,0,4,3,16,3,0,1,3,5,7,3,3,10,4,2,0,4,2,5,3,5,3,9,4,3,2,1,0,9,4,2,4,33
0,7,1,5,2,0,2,0,9,0,1,0,1,1,3,1,2,2,3,0,4,0,2,3,5,2,2,4,8,1,1,7,8,0,3,5,9,8,1,11,0,3,5,1,2,0,2,3,0,2,2,0,0,3,0,1,0,0,0,2,33
1,3,2,2,5,0,9,1,3,1,1,0,1,2,8,2,1,13,2,1,1,2,2,3,8,2,7,8,14,0,8,1,18,1,2,1,2,7,2,0,2,8,7,0,7,0,2,0,0,1,2,1,0,2,1,0,2,2,6,1,33
3,2,0,9,1,1,6,1,2,0,0,1,0,2,2,7,1,4,5,0,5,2,1,5,2,0,3,6,2,2,6,6,7,0,4,11,1,5,0,3,3,5,4,0,3,0,1,5,0,10,5,1,5,4,0,0,3,2,5,0,33
3,1,1,6,3,0,4,0,4,1,0,2,2,4,4,1,1,5,5,1,6,1,2,4,2,0,0,2,5,0,10,6,9,1,3,3,5,3,2,4,2,5,0,1,2,1,0,4,1,3,2,3,4,2,1,3,5,1,7,4,33
5,0,2,8,1,1,7,0,2,2,1,2,1,5,7,4,2,11,7,0,1,3,3,5,3,0,4,3,1,1,4,8,3,2,4,4,3,4,3,1,4,6,2,0,1,1,3,1,2,3,5,1,1,4,1,1,3,1,6,1,33
3,1,0,2,2,0,2,2,1,1,0,2,2,0,1,4,1,2,5,0,0,0,2,3,5,0,4,0,0,1,4,5,24,4,2,1,2,2,1,0,0,6,4,0,1,1,2,2,2,5,1,2,0,0,0,0,0,1,6,0,33
4,0,0,3,1,2,1,2,0,6,5,4,6,5,7,9,2,9,8,0,1,3,1,3,4,4,2,1,9,3,2,2,2,1,2,3,4,1,4,2,4,6,1,2,1,2,1,4,6,6,1,4,1,2,5,1,4,9,2,0,33
3,0,2,4,0,0,1,0,3,1,0,1,0,1,1,0,4,6,9,4,0,0,0,1,0,0,2,0,9,0,4,4,3,2,3,2,3,3,0,2,2,7,1,4,0,2,3,3,0,10,1,1,0,0,8,3,2,6,3,0,33
0,4,1,3,2,0,12,4,8,0,0,1,1,1,1,3,0,9,8,2,0,1,0,3,1,2,1,0,10,0,4,10,0,5,0,1,6,2,0,4,3,2,8,0,4,0,4,4,0,6,1,0,1,0,1,3,4,0,3,0,33
1,0,0,3,1,0,11,1,1,2,5,0,0,3,7,3,0,2,4,1,1,1,0,6,4,2,5,5,5,0,2,4,10,0,1,5,10,2,0,0,3,6,2,0,4,0,6,1,0,0,3,1,0,4,1,1,1,3,1,0,33
1,0,1,3,0,2,8,0,10,1,1,1,0,1,0,1,2,4,10,0,1,1,2,5,1,1,0,0,10,0,6,5,0,0,2,1,13,15,0,1,5,6,15,0,5,0,6,4,0,4,1,2,0,0,0,1,2,0,4,0,33
6,3,2,5,1,2,8,1,5,2,0,0,0,3,7,6,2,8,3,1,1,2,0,3,1,3,1,2,16,2,5,5,3,3,4,1,8,2,2,18,3,8,7,2,5,1,5,1,2,7,6,4,0,0,3,3,2,1,6,2,33
5,6,1,5,4,2,7,1,4,0,3,3,3,2,7,2,0,9,4,0,0,0,2,2,6,0,6,2,7,3,3,5,3,1,6,5,3,1,4,1,3,2,10,1,3,0,1,2,3,1,3,0,1,1,0,0,2,1,6,1,33
3,1,7,7,2,2,5,4,2,4,3,0,3,0,3,5,5,3,1,9,0,1,2,2,3,2,6,2,1,3,9,10,9,4,8,4,5,0,2,3,3,3,3,5,6,5,1,2,1,4,5,0,2,0,3,3,2,7,11,0,33
1,1,1,4,0,0,9,0,8,4,1,1,2,5,4,3,0,2,6,0,5,1,3,2,1,6,2,2,6,0,8,4,8,0,15,12,5,10,2,2,4,5,8,0,7,3,3,6,1,3,4,7,1,0,1,2,5,0,8,0,33
1,0,0,2,2,1,3,0,2,4,6,1,1,2,1,2,0,3,2,0,3,0,0,1,6,0,2,3,2,0,3,1,12,0,9,1,1,1,3,0,2,7,0,3,0,0,1,1,2,1,7,0,1,2,0,0,3,2,5,0,33
2,3,0,1,0,0,1,0,3,0,18,2,1,4,2,4,1,2,3,2,0,0,0,2,4,1,3,1,6,0,4,0,9,0,2,2,2,0,2,3,2,2,4,2,0,5,1,1,0,1,5,1,0,3,0,1,2,2,4,1,33
4,3,8,3,2,3,4,7,5,5,4,4,5,1,4,4,1,7,8,4,0,1,1,5,0,5,2,1,13,0,3,5,0,2,3,2,4,1,8,5,3,5,4,4,3,1,8,2,4,11,3,2,1,1,3,3,2,3,6,0,33
1,1,0,4,0,0,9,1,5,3,7,1,0,2,3,4,1,2,3,0,1,0,1,8,2,0,6,3,1,0,6,5,15,1,2,6,1,2,1,0,4,7,2,1,4,2,2,4,3,2,3,0,0,0,1,0,1,1,9,1,33
2,1,0,6,3,1,3,1,5,2,5,2,0,2,2,1,2,0,2,1,5,2,2,9,5,1,9,6,2,3,8,7,13,3,6,4,5,6,4,2,3,13,3,0,3,4,4,4,0,1,2,3,2,4,1,4,4,0,4,1,33
0,5,2,5,3,0,8,1,12,3,5,0,0,3,3,3,0,8,2,0,2,3,1,8,5,2,2,3,9,0,7,5,21,1,1,4,2,11,3,3,4,9,1,0,5,2,3,3,0,0,5,6,1,3,3,3,1,0,4,0,33
4,0,1,2,2,0,4,2,1,0,4,1,3,0,3,4,3,4,5,1,1,2,2,7,4,0,5,2,1,2,3,6,18,3,3,9,0,4,2,0,3,5,0,1,1,2,3,0,1,3,3,1,0,2,3,3,2,4,6,0,33
4,1,0,1,1,1,9,2,5,4,6,1,0,2,0,2,0,6,0,0,2,0,0,5,3,2,6,3,2,0,3,6,10,2,4,5,3,5,1,0,5,1,1,0,1,0,3,1,1,0,4,1,2,1,0,0,4,0,0,2,33
1,2,2,1,2,1,8,1,0,2,4,1,1,5,5,6,8,8,10,5,3,1,1,4,2,1,2,1,20,0,6,9,0,3,6,0,15,1,0,1,5,0,0,1,8,5,3,4,4,8,0,2,1,1,8,4,4,4,12,1,33
3,3,0,9,2,1,4,0,3,3,2,2,0,0,2,4,1,3,4,0,3,0,0,5,3,1,1,4,1,2,3,8,16,3,1,11,4,8,1,0,3,7,1,0,2,2,0,7,0,5,0,2,1,5,2,2,6,1,10,0,33
4,3,0,1,3,0,8,4,8,2,5,2,1,5,3,2,1,4,1,1,6,3,1,5,9,5,4,0,7,2,9,7,9,1,1,7,4,4,4,0,3,11,12,2,4,5,8,1,0,2,5,1,0,1,5,1,4,0,7,1,33
2,2,2,2,3,1,8,1,1,1,1,2,0,2,3,6,0,6,3,5,3,0,0,6,5,1,6,4,7,0,10,2,13,2,3,7,5,6,0,1,5,8,10,0,5,3,8,0,2,2,9,1,1,2,4,0,5,0,8,2,33
2,2,1,7,0,0,5,1,3,1,2,0,0,4,3,5,0,4,0,0,1,1,2,1,2,0,4,1,2,1,5,8,10,0,5,7,0,4,1,0,1,3,25,2,4,1,1,1,0,1,0,0,0,1,1,1,3,5,14,2,33
2,2,0,4,1,0,8,2,4,0,2,2,0,4,1,4,2,8,3,2,2,0,2,4,4,4,3,3,5,1,4,5,15,3,3,5,1,3,0,0,4,8,15,0,5,0,7,1,0,4,8,2,1,2,1,2,4,6,9,1,33
7,2,0,2,2,0,17,1,4,1,0,0,0,2,3,4,0,1,5,1,1,0,0,7,4,3,4,4,0,2,8,6,11,0,2,4,3,3,0,1,3,9,4,1,3,2,2,7,1,5,10,3,0,2,0,1,6,0,8,2,33
3,2,0,0,2,1,9,1,1,1,0,1,1,2,2,2,1,6,1,1,5,2,1,2,4,1,4,3,1,5,3,4,15,0,6,4,2,0,2,1,2,4,3,0,3,3,9,8,1,2,11,2,1,0,1,2,1,3,4,6,33
4,0,2,3,5,0,7,2,5,1,0,1,1,3,2,5,0,5,3,1,3,0,2,5,5,1,4,0,5,3,6,5,16,3,6,2,5,5,0,1,4,7,17,0,6,1,3,5,0,5,4,1,2,0,1,1,4,1,8,2,33
2,8,1,2,1,9,1,0,4,3,2,1,5,2,0,6,1,6,4,2,1,2,4,6,0,3,2,3,12,4,4,3,13,2,3,4,16,0,1,8,7,12,10,2,2,1,2,3,5,0,1,0,1,3,2,0,0,1,5,1,34
4,12,0,0,0,4,4,0,18,0,4,0,4,1,0,5,5,11,0,0,3,1,3,8,0,4,0,2,17,1,5,0,11,5,1,4,19,0,0,9,5,6,19,3,1,1,2,0,2,0,3,0,0,4,1,2,3,0,3,2,34
1,0,4,0,3,0,2,17,0,1,5,0,9,0,0,2,1,2,2,0,4,0,0,1,0,1,0,4,1,1,1,0,1,7,1,4,0,0,0,2,2,1,0,45,0,5,3,4,1,1,1,1,0,1,1,0,1,3,0,1,34
2,4,8,1,4,2,2,3,8,0,4,3,2,0,2,0,6,11,3,2,4,4,3,7,0,2,0,4,2,1,2,4,6,7,7,1,8,0,4,9,6,7,6,11,2,3,2,3,7,3,5,6,0,3,2,5,8,5,3,1,34
4,11,2,0,3,4,3,3,7,1,2,2,6,1,3,5,13,2,2,2,0,4,7,4,0,5,0,1,6,2,4,2,1,6,0,2,16,0,2,17,2,5,4,6,3,5,3,1,2,0,2,0,2,2,2,1,2,11,7,0,34
5,3,2,7,4,2,3,3,6,5,12,2,8,2,2,6,6,7,4,2,4,2,4,3,5,7,2,5,8,2,3,6,5,2,6,1,1,3,3,9,7,5,14,5,7,3,3,2,3,4,2,2,2,6,1,0,0,4,5,2,34
4,10,3,9,3,9,1,4,10,1,5,8,1,2,0,4,6,7,3,2,9,1,6,15,1,4,0,11,14,1,5,8,7,3,4,5,12,3,0,3,6,18,16,2,10,4,7,9,0,2,1,3,6,9,3,7,4,4,1,1,34
1,0,5,2,1,6,0,2,5,2,14,5,2,1,1,5,8,4,2,1,3,3,7,4,1,2,0,1,3,4,1,3,1,4,1,4,11,2,0,5,10,0,1,14,5,0,2,22,2,1,5,0,3,0,1,0,9,1,1,8,34
2,1,3,1,1,4,1,12,3,4,3,5,2,4,2,2,4,1,4,1,1,3,7,2,1,3,2,1,0,5,2,1,2,7,9,1,4,0,2,9,5,6,0,3,6,3,1,1,6,2,5,5,1,0,1,1,1,5,2,3,34
1,0,3,1,7,0,1,0,1,1,8,2,4,1,1,2,6,1,0,3,0,1,1,3,1,0,0,8,1,0,6,3,0,3,2,1,4,46,1,0,0,3,0,0,3,6,6,38,2,1,9,2,0,3,4,2,0,5,0,0,34
2,0,6,4,0,6,7,34,2,8,10,13,14,4,3,3,16,0,3,5,0,4,2,1,2,8,3,0,0,5,1,1,0,12,14,0,5,0,8,8,6,1,0,39,2,6,2,6,8,7,8,1,3,0,5,4,7,1,3,12,34
1,6,2,1,8,2,6,2,7,0,0,6,2,2,1,4,4,2,4,2,5,3,3,5,2,4,0,5,6,2,3,2,2,3,4,5,4,0,0,2,5,4,4,1,4,2,9,7,0,2,2,1,3,3,2,4,4,4,4,4,34
1,6,3,4,1,3,5,7,10,1,2,4,4,0,2,3,2,14,1,1,2,3,3,7,2,1,0,5,17,0,7,6,4,9,1,3,20,1,1,13,2,5,15,0,3,4,3,3,3,3,2,1,3,3,1,0,2,2,10,2,34
3,3,3,2,2,8,11,1,6,0,1,2,4,1,3,5,6,5,2,2,1,2,2,3,1,9,0,4,6,4,5,1,4,7,3,5,15,1,0,9,0,8,3,1,5,4,6,0,3,2,3,3,0,1,1,6,5,0,5,3,34
8,2,2,2,4,6,1,6,3,1,6,3,9,0,2,7,4,3,0,1,2,2,4,2,1,6,0,1,3,2,6,2,5,2,14,1,8,0,0,19,4,5,4,4,2,4,7,1,3,0,10,3,5,0,1,0,3,5,1,1,34
4,3,4,2,2,3,2,5,5,1,6,0,1,0,1,0,3,1,2,4,1,0,0,4,0,0,1,6,2,0,4,1,3,2,9,0,7,1,2,13,2,11,7,6,2,2,2,1,4,2,10,4,0,1,1,3,6,4,3,0,34
0,0,1,0,0,1,3,3,1,3,2,0,7,2,0,4,5,2,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,5,0,0,6,4,0,0,3,0,0,1,0,6,1,2,0,1,0,0,0,1,0,1,0,34
6,1,11,4,2,0,1,6,5,0,2,2,2,1,1,3,3,5,0,1,1,2,1,1,2,3,3,3,4,0,4,3,3,7,14,3,8,2,3,8,1,6,5,5,2,10,8,3,1,2,9,8,1,3,3,1,1,2,5,0,34
2,1,11,2,1,0,2,3,0,0,5,2,6,0,2,3,4,0,0,2,0,0,0,0,1,1,3,4,3,0,0,0,1,7,4,5,3,0,4,4,5,5,3,15,0,3,3,0,3,0,7,1,0,1,3,0,2,9,4,0,34
2,9,3,0,2,1,6,0,6,0,3,0,2,0,3,6,2,7,0,0,1,0,2,5,1,1,0,6,8,1,2,1,4,2,13,0,16,0,0,8,5,11,11,1,1,6,3,1,4,0,3,1,0,5,2,5,5,5,4,0,34
6,4,0,0,1,7,4,0,1,4,3,0,5,2,2,3,7,1,3,0,2,3,4,1,1,5,0,1,4,3,1,1,2,0,2,1,17,0,2,11,3,0,1,0,1,1,0,4,2,4,1,0,1,0,0,0,4,0,1,1,34
5,0,5,1,6,7,6,11,3,4,0,7,4,0,1,4,7,4,7,3,1,1,2,3,1,6,0,0,5,1,2,2,2,3,13,1,9,1,2,10,4,3,4,4,0,2,4,1,4,5,4,6,7,0,4,2,2,2,2,5,34
3,0,3,2,2,0,2,5,1,1,8,0,4,2,4,2,1,0,1,0,0,2,0,1,1,1,1,5,0,0,2,0,1,2,9,0,0,3,4,2,0,3,0,31,0,1,2,1,0,1,15,3,3,1,3,1,1,0,3,0,34
5,4,0,3,6,3,1,2,6,7,5,1,8,1,3,2,6,6,9,3,2,1,2,3,0,9,2,2,8,1,5,0,0,3,5,0,14,1,0,7,7,5,7,4,1,4,3,2,1,1,4,3,5,1,2,1,6,4,0,3,34
1,3,2,0,2,3,2,2,4,2,3,2,2,1,3,3,3,2,3,1,1,1,2,0,1,3,0,0,4,3,1,4,0,5,0,0,16,0,1,6,5,2,8,4,2,1,1,6,2,2,1,0,1,0,2,1,5,5,3,2,34
4,2,1,2,1,5,8,4,1,2,4,5,10,4,0,2,11,0,3,5,0,4,1,1,1,2,4,1,1,5,2,2,0,1,5,2,10,0,4,12,3,0,0,1,3,5,4,7,9,6,7,0,7,0,2,0,2,0,1,6,34
1,0,8,0,5,0,3,8,3,0,4,0,1,1,2,2,1,2,2,4,0,1,1,1,1,4,1,2,0,0,1,0,0,8,4,2,1,0,0,1,0,4,0,14,0,0,5,0,4,4,3,1,1,2,2,0,0,2,3,0,34
3,12,3,3,0,6,2,1,14,1,5,2,1,1,1,3,5,6,0,0,0,1,3,9,0,2,0,0,20,1,4,4,14,1,2,5,28,1,1,7,8,18,16,0,3,1,3,2,1,1,1,0,1,3,0,0,6,1,0,2,34
2,9,5,1,5,7,1,4,4,0,5,2,4,2,3,4,3,2,3,2,4,4,2,6,2,6,1,5,4,1,3,1,1,3,3,3,16,2,1,18,8,9,2,16,1,2,9,4,5,3,10,5,1,3,3,5,6,10,3,1,34
2,4,0,0,5,5,1,1,15,7,2,0,12,2,2,2,5,7,8,2,4,1,7,4,0,7,1,2,6,6,1,3,4,1,4,3,5,2,0,6,8,6,7,6,4,3,6,4,7,2,2,2,4,1,1,2,5,1,2,8,34
4,4,1,1,1,1,4,4,1,1,5,2,4,1,1,1,2,4,3,1,2,1,1,2,0,4,2,0,4,1,2,1,4,7,6,2,8,1,2,2,3,4,1,4,0,2,5,1,2,2,8,0,0,1,0,2,5,3,1,2,34
5,9,2,1,3,4,3,3,11,6,3,2,3,4,4,2,3,4,6,0,4,3,4,7,0,6,0,5,5,7,9,3,4,1,4,1,10,4,9,5,5,4,8,11,4,2,6,6,7,4,3,3,1,2,3,1,5,1,0,1,34
2,1,9,1,1,4,10,12,4,2,8,7,13,5,1,4,7,2,12,5,1,0,2,1,6,13,7,5,1,3,1,0,3,7,21,1,3,5,6,2,8,8,1,11,1,10,10,7,10,11,22,8,6,1,9,2,1,8,9,2,34
2,0,5,3,4,1,3,9,1,2,4,13,6,6,3,6,4,0,3,1,2,3,6,1,1,5,1,4,1,1,3,6,4,3,2,0,4,1,1,1,4,7,0,8,2,4,2,5,2,5,2,5,8,4,4,2,5,2,4,2,34
1,0,0,0,0,0,2,0,1,1,4,2,3,2,4,0,1,1,5,4,1,1,0,0,2,1,0,1,0,0,3,1,0,2,4,1,2,0,1,0,2,0,0,0,0,2,2,1,1,1,6,2,1,1,2,1,1,0,4,0,34
5,0,0,3,2,14,3,3,8,12,10,13,7,5,4,4,8,4,4,4,2,9,7,4,3,8,3,4,1,14,6,6,0,1,2,1,6,2,6,5,11,2,0,2,2,4,1,13,13,6,8,2,11,4,2,3,11,0,4,10,34
1,1,1,1,6,8,7,0,2,5,4,9,3,1,4,4,3,3,5,0,9,7,8,1,0,4,2,3,2,2,5,6,1,2,3,3,4,1,5,0,7,3,1,0,4,1,2,11,4,6,5,3,7,0,0,1,5,3,1,6,34
6,1,0,3,2,6,3,0,2,0,1,4,3,4,5,3,5,1,7,2,3,3,3,2,4,2,2,6,1,5,3,3,0,4,7,6,3,2,8,3,9,0,2,5,1,3,3,1,0,6,6,2,5,1,3,1,10,1,4,2,34
0,0,1,0,0,11,6,0,1,2,9,0,2,1,2,0,3,0,0,2,0,0,0,1,2,6,0,3,0,0,1,0,0,2,4,0,3,0,1,13,4,1,0,0,3,1,0,3,7,0,4,3,1,0,1,1,10,2,2,4,34
5,0,0,4,6,5,1,0,2,2,2,3,2,4,4,10,7,2,6,1,11,5,6,6,1,8,0,4,6,10,5,3,5,0,0,7,13,0,3,16,11,0,3,0,5,1,6,14,3,4,1,1,3,4,2,3,8,1,1,10,34
4,3,1,1,4,4,4,2,8,0,6,1,11,1,0,6,5,6,2,3,2,2,4,2,1,3,0,1,3,2,0,0,0,5,1,4,14,0,1,12,5,3,4,6,0,4,0,2,2,2,6,1,3,0,1,2,1,2,1,3,34
6,6,7,3,2,5,4,9,11,5,8,0,8,3,5,9,5,10,6,0,4,2,10,9,1,6,0,14,15,2,7,5,21,5,13,4,14,0,5,8,9,25,12,7,3,2,3,3,5,3,5,4,1,9,8,3,10,4,6,4,34
6,6,2,0,3,9,6,6,1,2,1,5,13,6,2,4,10,5,2,1,1,0,2,0,1,4,3,2,2,1,1,1,0,3,6,1,12,0,5,7,8,2,1,18,0,2,1,0,6,3,10,1,1,0,1,0,6,4,5,2,34
4,2,3,0,0,0,1,3,2,5,8,0,2,5,1,11,2,0,7,2,0,1,2,1,7,3,7,1,1,0,0,4,0,2,11,2,1,0,1,3,2,1,0,8,0,0,2,1,3,5,0,1,0,0,2,0,3,2,2,1,34
6,6,2,0,1,8,0,1,10,0,1,0,5,3,2,2,5,5,1,1,6,1,3,9,1,3,0,1,6,1,7,8,5,1,1,4,10,1,2,8,4,4,8,1,4,1,0,5,3,0,2,0,0,3,0,0,5,1,4,4,34
1,1,0,5,4,0,2,0,7,0,0,1,0,0,2,3,2,3,0,0,2,1,2,1,1,1,0,7,0,0,2,1,0,0,5,1,1,1,2,11,1,5,2,6,3,2,0,1,3,2,1,1,0,1,0,1,2,1,2,1,34
1,2,2,4,1,3,0,1,1,0,5,1,5,0,0,0,4,4,1,0,2,0,1,2,0,0,0,4,1,0,1,2,0,1,8,4,0,0,0,8,1,9,1,20,1,7,2,5,2,0,9,1,0,2,0,4,1,1,4,0,34
2,0,4,3,2,1,1,0,1,0,5,2,3,1,2,4,1,1,3,0,1,0,1,0,0,0,0,2,0,1,3,0,0,2,6,3,1,0,2,7,1,2,0,15,0,5,1,0,0,1,1,2,1,0,1,0,1,1,2,0,34
5,0,3,0,1,5,5,9,2,4,10,0,10,3,6,4,0,0,4,1,0,0,0,1,2,4,1,0,0,1,0,0,0,16,1,0,1,0,5,1,1,2,0,42,1,0,3,2,1,4,4,1,1,1,4,0,2,1,2,2,34
0,2,7,1,5,3,1,2,6,0,2,1,2,0,4,4,2,10,2,1,2,5,3,3,2,3,0,4,9,1,2,1,4,9,4,1,6,3,1,4,5,10,2,19,4,0,2,3,2,2,0,1,5,1,4,2,4,7,4,1,34
2,3,7,1,1,4,1,3,0,1,0,1,3,1,2,3,7,0,6,6,0,0,2,2,1,7,0,5,2,1,7,4,1,4,3,3,1,0,3,0,3,9,2,15,0,5,3,0,2,2,5,6,2,6,4,5,7,13,2,0,34
1,0,5,0,0,3,3,26,2,7,7,4,16,2,1,1,4,1,5,3,0,0,0,0,1,12,2,0,0,2,1,0,3,14,7,0,1,0,4,1,4,3,0,80,0,1,6,5,8,4,10,3,7,0,4,5,4,5,3,4,34
