0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,target
5,4,2,0,0,7,5,6,0,0,0,3,0,0,2,0,1,3,0,3,0,8,1,0,0,2,2,3,1,6,2,3,0,0,1,0,4,5,4,4,13,0,5,2,3,0,8,0,12,1,3,1,0,4,0,0,0,0,4,6,1,4,2,1,0,0,0,7,1,2,10,4,0,2,0,3,3,0,1,5,17
5,0,4,3,1,2,5,2,4,3,2,1,3,3,6,7,6,2,1,9,0,4,3,0,11,0,6,1,6,15,2,1,1,6,3,3,2,3,6,4,1,0,2,4,2,3,0,5,2,2,2,9,1,1,2,4,5,1,4,3,1,3,1,16,7,5,8,1,2,6,0,6,3,12,10,16,9,5,9,3,17
5,4,7,0,0,10,5,0,2,3,3,4,10,2,1,6,12,0,0,9,1,13,1,1,5,0,6,1,2,5,0,3,1,3,4,0,5,6,10,4,1,1,2,2,4,2,1,2,3,2,0,1,0,11,3,2,5,2,2,0,1,4,2,7,1,2,1,2,4,7,1,2,2,3,4,7,7,8,2,6,17
1,2,0,4,3,0,0,5,2,3,2,2,2,0,5,4,1,0,1,0,2,1,1,2,2,3,2,0,2,0,0,5,1,1,3,5,0,5,2,2,1,1,1,3,5,2,2,2,3,0,4,4,1,3,3,3,3,1,4,3,1,2,3,2,2,2,2,1,1,1,0,1,0,1,1,3,22,10,3,1,17
2,3,0,5,1,8,0,0,0,0,4,5,0,1,4,0,2,1,1,3,2,0,0,0,2,1,4,1,0,0,3,2,2,1,1,3,0,2,3,0,9,3,0,6,1,2,1,5,5,1,4,1,2,1,3,1,5,3,2,12,2,0,5,0,1,0,1,0,0,4,0,2,0,1,4,3,5,7,2,0,17
8,1,4,2,1,4,4,0,4,2,1,0,0,3,3,2,0,1,0,2,1,0,1,2,5,2,0,0,1,1,0,5,1,1,0,3,3,1,13,5,6,0,4,1,0,1,1,1,0,0,0,1,0,2,0,5,1,2,4,2,4,0,1,6,2,0,2,1,1,1,0,0,2,1,3,2,15,24,9,2,17
6,4,1,5,3,2,3,5,3,3,2,4,6,1,2,2,2,2,3,3,1,5,6,0,2,3,3,1,3,5,1,3,6,2,1,2,1,10,3,4,21,0,6,0,2,3,15,0,10,8,3,3,0,1,2,4,3,5,1,9,1,7,3,4,6,3,3,11,5,11,0,6,10,3,2,5,1,0,1,4,17
7,6,10,3,2,2,3,3,5,7,4,3,11,1,5,1,1,5,9,7,4,5,9,4,2,2,2,12,13,0,3,4,6,1,1,5,3,5,5,1,0,4,7,3,7,3,4,2,0,8,9,14,10,4,2,2,3,2,2,5,1,8,4,5,4,1,4,0,11,2,5,11,6,3,3,7,2,3,3,2,17
0,4,10,1,2,10,16,3,5,3,4,1,6,5,5,5,34,5,0,16,3,3,3,0,12,2,15,1,3,37,7,3,10,2,0,3,10,4,7,3,1,2,10,1,2,0,0,4,3,6,1,3,0,7,3,1,2,5,2,14,0,0,2,11,2,11,2,0,0,8,3,10,16,7,11,12,3,8,7,4,17
1,1,0,1,0,3,2,1,0,5,1,0,4,1,4,2,0,3,0,0,0,2,2,6,0,0,0,4,2,0,0,1,0,4,0,2,2,1,12,2,0,0,0,0,6,7,0,3,1,2,0,1,0,0,5,0,1,2,1,12,0,5,2,4,4,2,1,3,0,0,2,1,4,0,0,0,6,18,1,3,17
4,5,7,1,0,0,2,1,0,1,3,0,4,1,3,2,5,0,4,1,0,5,2,0,1,0,0,1,0,0,0,1,6,0,0,0,2,2,4,3,1,4,0,1,0,0,4,1,2,4,2,3,0,2,0,1,1,3,3,1,0,2,2,1,0,9,0,2,0,1,0,2,9,0,2,1,0,3,1,3,17
7,7,2,3,3,4,3,4,3,3,1,6,3,3,4,3,2,1,0,1,0,1,1,0,3,10,2,6,3,2,1,2,4,2,10,0,4,4,4,5,12,0,0,5,5,2,13,0,6,0,4,1,0,0,1,4,1,4,4,6,1,4,3,4,3,3,6,6,8,9,5,3,2,1,1,0,10,2,4,5,17
4,3,2,2,0,3,0,2,2,4,4,2,5,0,2,2,0,3,0,2,2,6,2,4,1,0,2,7,4,1,0,2,3,0,0,0,0,1,6,2,0,2,7,2,6,1,0,0,0,2,0,2,0,2,0,0,2,2,2,0,0,6,3,1,2,10,2,1,0,2,3,2,4,2,0,1,7,3,1,3,17
8,5,6,3,2,8,7,3,1,5,3,3,2,1,0,7,3,2,1,3,0,6,1,0,5,1,7,6,7,6,1,4,5,1,0,1,3,8,0,2,5,0,7,1,1,4,5,2,4,9,4,2,2,1,2,1,2,1,1,9,2,4,0,6,1,2,3,5,2,10,10,2,4,7,1,6,5,2,11,3,17
4,2,0,1,2,10,2,4,0,6,1,2,7,2,3,1,0,0,2,3,0,1,1,3,1,3,2,0,3,1,0,1,0,4,3,1,1,1,10,4,3,0,1,0,4,5,0,1,11,3,1,5,0,3,0,2,6,2,3,1,2,1,4,8,4,0,1,9,5,1,0,3,0,2,3,8,8,5,0,7,17
3,0,0,2,1,3,2,1,0,4,3,3,0,0,6,0,0,3,0,6,2,1,3,0,3,3,3,2,0,8,1,2,0,1,0,3,1,0,1,1,0,0,0,3,2,2,0,3,3,1,1,2,0,0,2,2,4,0,1,0,2,2,8,2,0,2,0,0,3,2,0,3,1,6,3,9,6,1,1,1,17
3,4,2,3,2,2,5,1,0,0,7,0,7,0,8,4,2,0,0,9,5,2,10,1,8,2,5,0,4,8,4,2,0,0,0,5,2,1,2,0,0,0,2,1,0,1,1,3,1,4,2,3,0,1,6,1,8,4,1,2,2,1,9,6,3,2,4,1,0,1,0,4,2,8,6,7,1,1,2,2,17
3,5,2,9,1,4,3,5,7,7,8,2,10,5,3,5,1,4,5,9,0,9,8,1,9,2,2,2,7,0,1,2,2,4,0,3,4,3,4,3,3,1,7,0,2,1,5,7,6,11,9,5,2,2,2,2,12,2,6,7,2,6,5,10,2,10,5,10,0,8,2,13,3,6,5,8,4,3,9,5,17
3,2,1,1,0,0,0,4,1,0,2,2,0,3,9,3,3,1,0,5,1,0,4,2,3,0,2,9,6,3,1,3,2,1,0,1,2,0,11,1,2,0,0,0,2,7,0,2,0,7,1,11,0,0,3,1,1,3,3,0,2,1,5,0,5,1,0,1,0,0,5,9,1,2,2,8,5,7,1,1,17
5,1,0,0,1,1,2,2,1,2,4,1,0,1,2,1,1,1,0,3,4,2,0,2,1,3,2,0,1,3,0,1,5,1,3,1,1,0,9,3,1,3,1,2,3,4,0,2,0,0,1,2,0,2,5,2,0,4,2,0,2,2,0,1,0,2,1,1,1,0,10,1,1,1,2,5,11,1,1,4,18
6,2,0,1,0,2,0,2,0,0,0,0,1,0,1,3,0,3,0,1,1,1,0,0,3,0,2,3,0,1,0,3,2,1,0,0,1,0,3,1,2,0,0,3,0,1,5,1,4,0,0,2,8,0,0,0,0,0,2,3,1,1,1,2,1,0,1,0,2,2,0,1,1,1,0,1,2,2,1,2,18
6,3,0,1,0,0,0,1,1,2,0,1,0,0,0,3,3,0,0,0,8,1,0,1,0,4,0,1,0,1,2,10,0,1,1,2,8,3,9,4,8,16,0,0,2,2,3,2,2,0,1,0,7,1,2,1,0,1,5,0,1,0,0,1,2,3,3,5,2,3,3,0,0,0,5,0,3,6,0,3,18
5,0,1,1,1,6,2,1,0,4,1,1,1,2,0,1,2,1,2,2,4,3,0,1,4,0,3,7,3,1,6,3,9,1,0,0,3,3,5,4,3,2,1,1,9,3,4,1,2,3,0,2,3,1,1,2,0,0,2,5,1,3,1,0,3,6,1,6,0,5,2,3,2,0,3,3,2,7,1,4,18
2,6,3,0,1,1,0,1,3,3,1,0,0,2,3,1,1,2,0,0,5,1,0,1,0,0,1,6,2,5,1,3,4,1,4,1,3,1,4,3,1,5,1,0,5,2,6,4,1,0,1,1,5,0,3,1,0,3,2,1,1,3,1,0,2,1,0,3,1,0,2,1,0,0,0,2,5,3,2,4,18
1,2,1,0,0,1,2,1,1,2,0,3,4,3,1,0,1,0,1,1,3,2,4,0,1,0,4,0,0,0,0,3,0,1,4,3,2,1,9,2,0,5,1,4,3,1,2,1,0,4,2,0,3,3,3,1,1,3,2,0,2,2,3,4,2,2,0,3,0,5,2,0,6,12,4,0,10,10,3,1,18
2,0,2,2,3,1,2,1,1,2,3,0,2,3,7,4,6,0,1,4,1,1,5,0,5,2,4,0,1,5,3,0,1,3,1,0,1,2,6,0,0,5,0,1,1,4,0,6,2,1,2,2,3,6,4,4,5,1,1,4,6,3,6,3,4,1,1,1,0,3,0,4,5,3,3,7,5,5,1,2,18
1,0,1,2,1,0,0,0,2,3,0,4,0,0,1,0,0,0,0,4,1,0,0,0,1,2,0,5,2,4,0,0,0,0,0,0,3,0,1,2,0,4,0,3,1,0,1,0,1,1,2,0,4,1,0,1,1,0,0,0,1,0,1,0,1,2,4,0,2,0,0,0,2,0,0,3,1,0,0,2,18
6,0,2,0,0,2,1,0,0,3,1,0,1,2,0,1,8,0,0,3,11,0,1,1,2,0,1,2,3,8,0,3,0,3,1,5,0,0,8,0,0,8,2,1,2,4,0,4,0,1,0,0,7,2,0,0,1,1,1,0,0,0,2,1,5,0,0,1,0,0,1,1,2,2,3,2,4,2,3,2,18
3,1,3,2,0,2,1,2,3,0,0,0,0,1,0,0,7,3,1,0,1,0,0,7,1,0,1,6,2,0,0,3,1,2,1,4,0,3,6,2,2,1,0,1,1,1,3,2,5,0,0,0,1,0,2,1,0,1,2,2,0,2,0,0,2,3,0,0,0,5,3,1,1,0,1,0,6,5,0,1,18
5,0,4,0,1,1,0,0,0,2,4,0,0,2,2,1,4,1,2,1,2,3,3,4,1,0,1,1,1,4,4,2,4,5,1,6,2,0,12,0,0,11,1,3,8,3,0,9,0,0,0,1,2,1,2,1,3,0,2,0,0,3,1,0,2,4,0,1,0,0,3,2,1,0,3,2,4,2,0,0,18
6,0,0,2,0,1,4,3,0,2,6,0,0,0,2,3,3,0,0,7,1,5,3,1,2,0,4,1,0,4,2,3,0,3,3,2,3,0,12,0,1,1,5,1,4,5,2,5,1,2,2,1,0,1,3,6,2,5,2,1,0,6,3,2,3,3,1,4,1,0,1,0,4,6,1,6,11,13,0,1,18
6,0,4,1,0,2,0,2,0,1,5,0,1,2,1,1,8,9,2,5,1,5,4,4,1,0,3,1,1,3,7,2,4,1,0,7,3,0,7,0,0,3,5,1,1,3,2,4,1,1,1,1,0,3,1,0,0,3,3,0,0,2,2,3,2,6,0,1,1,1,5,1,5,3,4,2,11,14,2,0,18
1,1,1,1,0,3,2,1,0,2,4,0,4,2,1,4,12,1,0,2,9,2,2,1,3,0,1,3,0,13,2,5,0,3,0,3,5,2,8,1,1,4,1,0,0,0,1,2,0,1,1,0,1,2,2,0,4,0,4,3,0,0,6,4,2,3,0,1,0,4,0,3,2,3,3,0,11,12,2,1,18
4,0,0,0,1,0,3,4,0,2,1,2,1,3,3,0,3,2,0,4,6,1,1,1,1,2,2,12,0,0,1,1,0,3,3,4,5,1,11,1,0,3,1,2,0,5,1,4,1,0,0,2,3,4,6,0,2,3,1,0,6,0,2,1,6,3,0,2,2,1,1,1,5,3,1,1,13,7,0,2,18
1,1,4,0,0,2,3,3,1,1,0,0,0,3,1,0,5,4,1,0,3,0,3,1,0,1,0,0,0,5,0,2,2,2,0,2,3,2,7,0,2,1,3,0,0,5,0,2,3,1,0,0,6,4,2,0,0,0,2,0,0,2,2,2,1,2,0,1,0,3,0,1,1,1,2,1,1,5,1,0,18
6,0,4,1,1,0,1,1,0,1,2,1,0,2,0,0,2,0,2,0,1,0,0,0,0,1,0,4,0,5,2,3,1,1,0,1,3,1,1,1,0,6,2,1,1,2,7,0,0,0,0,1,9,1,1,4,0,0,3,0,3,2,0,0,3,2,3,4,3,0,4,0,2,1,0,0,1,1,1,1,18
2,2,3,1,0,3,1,2,0,3,1,2,2,2,0,2,3,4,0,1,1,2,0,3,1,0,0,3,0,1,1,0,3,3,0,1,5,4,7,3,5,3,2,1,4,4,4,1,3,2,0,2,2,1,1,2,1,1,2,2,2,2,1,1,2,6,1,2,0,5,3,2,2,2,0,2,1,2,2,4,18
3,3,1,0,1,3,1,1,2,4,1,0,1,2,0,0,2,5,0,3,0,2,2,2,0,1,3,8,2,3,2,3,8,0,0,2,8,3,6,3,2,3,2,2,2,2,4,1,0,1,0,0,2,3,2,2,3,1,6,0,1,1,0,3,0,4,0,4,1,6,5,2,5,5,2,0,4,4,0,2,18
6,5,5,2,0,2,4,1,2,3,1,0,0,0,1,1,0,1,0,1,2,2,2,3,0,0,1,6,0,0,5,2,2,2,2,2,3,1,4,2,2,2,0,2,2,1,2,0,1,0,0,2,2,0,5,1,1,0,4,1,1,1,1,0,2,0,0,0,4,0,0,3,1,0,1,1,0,6,2,3,18
6,1,6,1,3,2,11,0,1,3,5,0,4,9,3,5,14,3,0,6,6,0,3,3,3,3,5,1,0,13,2,2,1,7,0,10,1,2,7,1,0,5,4,0,7,4,0,15,2,14,3,7,3,10,4,7,5,6,1,20,0,1,1,85,8,0,2,1,4,3,1,1,5,2,7,4,1,4,7,2,18
1,2,1,1,3,3,5,2,2,4,0,1,0,1,2,1,3,0,0,0,0,3,1,1,1,1,2,13,0,0,2,1,3,2,2,0,3,6,2,4,2,0,4,3,2,0,5,2,13,2,1,0,0,1,2,0,2,0,0,2,1,3,2,1,1,2,1,1,2,2,9,1,5,0,0,0,6,1,4,4,18
8,1,3,0,1,1,2,1,2,1,0,0,2,2,1,0,7,0,0,0,1,1,0,2,0,2,0,2,1,0,2,2,3,0,3,0,2,0,2,3,6,0,0,0,2,0,8,2,4,0,2,1,1,3,2,1,1,2,1,0,0,1,0,0,1,2,1,1,0,2,2,1,1,0,0,1,0,0,0,3,18
6,0,9,1,1,3,0,3,0,3,3,0,2,2,2,1,1,7,0,1,2,4,9,1,1,0,4,3,5,0,1,2,2,4,0,6,1,2,12,0,0,7,3,4,4,2,2,7,2,4,4,4,5,2,4,1,2,1,4,0,0,3,4,1,4,4,0,0,0,1,0,3,0,3,3,1,10,13,3,0,18
1,5,2,1,1,1,1,1,2,3,0,2,1,1,0,0,1,2,1,0,2,1,0,0,0,1,1,6,0,0,0,7,1,1,3,2,5,3,3,4,5,2,1,0,0,5,8,1,0,0,1,1,3,1,1,0,1,0,7,5,2,1,3,0,4,4,3,6,0,4,5,3,4,0,0,1,3,3,2,4,18
5,2,3,2,1,3,2,1,1,2,3,1,1,4,1,2,1,5,1,4,0,2,2,3,3,1,1,3,2,4,1,5,2,0,2,2,4,2,7,0,2,2,1,0,0,2,6,2,1,0,2,2,0,5,2,0,0,1,6,0,0,1,1,0,1,6,0,3,5,1,2,5,3,2,0,5,5,1,5,3,18
4,0,0,0,0,2,1,1,0,4,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,5,0,0,4,2,4,0,0,0,1,0,3,4,3,0,0,1,2,0,3,1,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,6,3,2,0,2,4,1,0,0,0,0,1,0,2,4,18
3,2,1,0,1,1,0,0,0,2,0,0,2,0,0,1,3,0,1,0,1,2,0,2,0,0,0,15,0,0,2,0,2,2,0,1,4,2,3,3,8,1,1,3,4,0,3,1,5,0,0,2,3,0,0,0,0,0,0,1,0,2,1,1,0,3,3,2,0,2,8,0,3,0,0,0,1,6,0,2,18
5,4,1,1,7,0,0,1,5,0,5,4,0,1,3,1,3,0,1,0,1,0,2,3,0,6,3,1,2,0,0,5,9,3,4,4,1,1,7,3,1,3,2,1,2,3,5,0,2,0,3,1,1,1,1,5,0,3,6,0,4,5,4,1,5,4,5,2,6,2,1,2,6,0,1,2,9,4,0,6,18
3,1,1,1,0,0,3,2,1,0,7,1,0,1,3,1,9,4,0,6,1,4,7,2,7,3,3,0,0,2,5,0,0,1,0,5,0,2,3,1,0,2,2,2,2,1,1,0,1,1,2,1,0,0,2,0,4,1,1,1,2,1,3,4,0,1,4,1,0,1,0,3,4,3,5,3,2,3,2,0,18
4,0,0,2,2,0,0,0,3,0,3,3,5,3,10,2,4,0,3,0,0,1,3,2,0,0,0,6,1,0,6,2,0,4,7,3,1,0,10,0,0,4,5,7,3,2,2,5,1,2,0,0,1,0,1,3,1,5,5,0,1,3,9,0,1,1,2,1,4,2,2,0,1,1,0,0,3,2,0,0,18
3,6,2,5,5,1,1,0,1,1,3,4,1,6,7,2,6,0,7,2,2,2,4,1,2,1,1,2,5,2,3,7,1,4,1,4,1,0,10,0,1,2,0,4,3,5,0,4,0,4,3,3,2,3,4,3,2,6,2,0,3,0,7,0,1,1,1,1,3,0,0,3,0,0,0,1,5,2,1,2,18
5,5,0,2,2,6,3,0,3,0,5,8,3,2,1,1,5,0,0,1,2,2,2,0,2,10,3,3,1,6,0,2,0,2,2,0,1,7,9,6,2,1,3,3,4,4,9,5,4,3,0,3,3,1,2,3,0,3,3,2,6,2,3,0,2,1,3,4,4,2,1,1,0,0,2,0,14,12,4,5,18
2,1,2,1,0,1,1,3,1,1,8,0,1,4,3,0,5,6,0,3,7,3,6,4,1,0,0,2,2,4,5,6,8,4,0,6,1,1,3,0,0,5,2,4,3,3,1,4,0,2,1,0,2,4,4,0,2,2,5,0,0,1,1,0,1,2,0,0,0,0,0,1,3,4,2,3,7,6,0,1,18
0,0,0,0,1,2,2,0,0,2,0,0,1,1,0,1,0,0,0,6,0,1,0,2,1,1,0,0,0,16,0,4,1,0,4,1,0,5,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,4,0,6,0,2,0,1,0,1,0,0,1,0,2,0,0,0,1,1,3,6,0,0,1,18
3,0,0,2,1,0,0,0,1,0,2,2,0,2,8,1,5,0,14,0,3,0,0,4,0,0,0,1,0,2,0,0,2,4,4,7,0,0,1,0,2,9,0,3,3,1,3,6,0,1,11,0,20,0,2,2,2,3,0,1,1,1,11,1,2,1,3,0,1,1,0,1,2,3,0,0,3,3,1,0,18
1,1,2,0,0,0,1,1,0,1,0,0,0,4,0,1,1,4,1,3,3,0,1,3,1,0,1,3,0,1,1,5,2,4,1,0,6,3,5,0,3,1,0,1,2,0,10,4,2,0,2,0,0,6,1,1,0,1,2,1,0,0,0,0,2,2,0,2,0,4,2,0,5,0,0,2,0,3,2,3,18
8,0,6,2,0,0,3,3,2,5,3,0,3,3,3,2,0,4,4,3,2,2,0,2,3,0,2,1,0,2,4,2,0,8,0,2,1,4,15,1,0,5,1,5,1,3,4,4,3,1,2,0,4,1,6,2,1,2,2,0,0,0,4,1,3,6,0,0,0,0,1,1,5,4,3,2,5,5,2,3,18
5,1,8,2,0,1,2,0,0,1,0,0,0,3,5,0,4,3,0,3,1,1,1,0,2,0,1,2,1,6,0,5,16,2,0,1,0,0,6,0,0,5,1,0,2,1,0,2,2,3,0,4,1,0,3,0,4,3,6,3,0,0,0,2,2,8,1,2,1,0,0,1,10,0,0,1,4,2,2,2,18
14,1,1,0,0,0,0,0,0,1,5,2,1,0,4,1,1,0,1,1,2,1,1,1,1,1,1,0,3,1,0,5,0,3,1,4,0,0,6,0,0,3,0,1,1,4,2,5,0,4,4,4,29,4,3,2,1,2,9,0,0,0,2,1,1,0,1,1,4,1,0,1,1,0,3,1,2,8,0,0,18
4,6,0,1,0,3,0,2,0,4,0,1,1,1,2,0,1,2,0,0,0,2,0,1,0,1,4,3,1,2,1,2,1,2,0,0,2,4,4,4,1,0,1,6,1,0,5,0,0,0,0,1,1,0,0,0,0,1,2,2,1,2,0,0,0,2,0,4,0,5,4,2,0,0,0,1,0,0,0,5,18
0,1,0,0,0,1,1,2,1,6,0,1,1,0,4,0,0,0,0,2,0,4,1,1,0,1,1,12,1,0,1,2,1,3,1,0,1,0,4,2,4,0,0,0,0,0,3,2,2,1,0,0,0,0,0,1,1,0,4,2,0,0,3,0,1,8,0,2,1,4,2,0,2,0,1,3,4,0,1,2,18
0,2,0,1,1,1,1,4,1,1,0,1,0,0,1,0,3,4,0,0,1,0,0,2,0,2,0,5,0,0,1,3,2,2,2,1,3,3,3,5,3,2,0,2,0,3,3,0,0,0,1,0,4,0,2,3,1,0,4,0,0,2,2,1,3,0,1,2,1,3,12,0,0,0,0,0,3,3,2,3,18
8,3,2,2,3,1,2,1,0,0,0,1,1,4,1,2,0,3,0,2,2,0,0,1,0,2,2,3,3,1,1,3,2,4,2,0,0,3,4,4,2,0,0,0,2,2,5,1,4,2,0,2,1,2,2,1,1,4,4,4,0,3,0,1,4,3,1,0,1,2,14,1,16,0,0,0,4,7,4,3,18
2,6,1,3,0,0,2,0,0,0,1,0,1,3,1,2,1,1,1,0,2,0,2,1,2,0,1,0,2,0,2,4,5,3,0,2,4,2,8,1,2,1,2,2,2,1,3,2,4,1,1,1,0,5,1,5,3,2,4,3,0,1,1,1,1,8,1,3,0,0,0,2,7,3,1,2,5,2,1,4,18
1,0,4,1,1,1,3,4,1,1,2,3,4,2,6,2,2,2,9,2,5,3,7,0,7,1,4,9,0,6,6,2,5,2,0,1,4,2,2,2,0,11,3,8,0,2,1,6,1,6,5,4,8,3,2,0,4,7,1,1,0,3,6,8,2,4,2,3,1,0,6,1,3,4,6,3,2,1,3,3,18
6,4,2,1,2,2,0,1,6,0,3,5,2,2,2,3,1,3,0,1,5,3,3,1,1,1,1,2,0,3,7,1,2,2,3,1,3,2,5,2,3,2,0,1,0,2,4,1,1,1,0,1,42,1,0,3,2,1,4,4,1,2,1,0,2,1,2,1,1,0,0,1,1,0,1,2,2,9,1,5,18
8,6,3,0,3,1,4,0,0,2,1,2,3,3,1,6,4,2,2,2,1,4,3,2,1,1,4,5,4,2,1,2,0,4,4,4,5,6,14,1,3,7,1,8,5,3,6,1,7,3,2,3,7,4,2,2,2,0,4,6,0,4,1,0,2,2,3,1,1,9,3,4,6,5,3,1,2,6,3,2,18
3,1,0,1,0,1,0,2,3,0,0,2,0,0,1,1,7,2,2,2,5,0,0,1,2,1,0,2,1,2,3,1,1,3,1,2,2,3,10,2,1,1,2,0,1,2,2,1,0,1,1,1,2,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,4,1,2,0,1,1,1,4,2,2,18
1,2,5,0,3,1,1,2,3,3,3,1,1,0,6,2,2,0,0,4,3,2,1,0,4,2,2,2,0,2,0,2,4,2,0,1,4,4,1,1,2,1,1,10,2,2,3,1,1,1,0,2,1,1,0,4,1,1,0,0,0,2,1,0,7,4,1,0,2,1,1,2,5,2,0,4,0,0,2,1,18
2,2,4,2,0,2,0,6,2,5,2,4,10,3,0,0,6,6,0,3,0,6,3,1,1,3,3,5,3,2,2,3,1,2,3,3,6,3,1,2,3,0,0,3,2,2,1,3,2,1,0,2,0,0,1,3,2,2,4,1,3,1,3,2,0,5,1,4,3,3,12,1,2,0,1,5,1,4,0,2,19
1,2,0,0,0,2,1,1,0,0,0,0,1,2,2,1,1,0,1,4,1,1,3,0,1,0,0,4,2,2,2,2,1,1,0,0,3,3,2,3,3,4,1,0,0,1,0,0,4,0,0,2,13,0,2,0,0,0,1,2,0,2,1,1,0,4,0,2,0,2,8,0,0,1,2,3,9,6,0,3,19
0,6,8,0,0,5,12,2,0,0,0,0,0,2,0,1,6,0,0,2,0,1,0,0,0,0,6,1,2,5,0,2,3,10,0,0,1,9,1,2,0,0,2,0,0,0,1,0,9,1,0,1,0,3,2,0,0,1,3,5,0,0,0,0,4,4,0,1,0,4,5,4,4,0,1,0,0,2,3,6,19
2,4,3,3,0,3,3,1,0,2,2,1,8,0,6,4,2,1,0,11,0,4,2,0,4,3,2,5,4,1,0,4,1,4,0,0,6,2,5,2,2,0,5,3,2,1,0,0,2,2,3,4,0,4,1,0,1,2,3,1,0,2,6,3,1,4,0,0,1,3,2,2,0,4,1,6,5,4,3,5,19
9,5,6,2,2,14,5,6,1,19,4,2,15,9,11,4,4,9,1,11,4,18,3,1,7,0,6,7,3,6,1,5,4,8,5,4,4,5,9,5,2,1,7,1,5,4,2,3,0,3,1,6,0,10,1,4,5,3,9,6,3,3,7,2,3,8,6,1,4,6,22,11,4,2,9,10,12,8,4,6,19
1,4,4,1,0,17,1,8,0,28,0,0,4,1,4,4,0,0,0,8,0,4,1,0,1,0,2,5,3,0,0,11,6,7,1,2,1,12,6,5,4,0,1,0,5,1,1,1,7,1,0,3,1,2,1,1,0,1,9,1,0,6,2,2,5,8,0,1,1,2,1,1,4,0,1,5,0,1,0,8,19
1,1,1,0,0,3,0,1,1,3,6,1,3,3,2,2,1,0,1,1,0,2,0,1,1,0,0,15,2,0,0,3,0,0,3,0,1,2,2,4,1,1,4,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,10,2,0,2,3,0,2,0,2,11,0,2,1,0,2,9,7,0,3,19
4,1,0,2,0,3,5,2,4,6,5,2,17,5,3,3,1,1,2,8,1,8,13,1,5,1,5,6,10,1,1,0,1,1,1,2,3,2,4,1,2,1,6,4,7,2,0,4,1,9,4,5,1,7,2,3,4,6,1,4,1,6,4,9,1,3,2,1,1,1,2,7,1,6,8,3,6,1,5,5,19
13,4,3,5,4,0,1,1,3,1,6,8,1,6,4,0,7,1,9,1,3,0,1,1,1,1,1,2,8,1,2,8,0,2,3,5,3,2,11,4,0,9,1,14,1,4,9,3,1,3,9,5,5,4,2,4,0,4,5,1,2,1,13,0,3,4,2,3,12,2,0,4,3,2,2,2,3,2,0,4,19
2,1,6,1,0,7,9,1,0,4,2,2,2,4,3,2,2,4,1,4,3,0,2,8,2,1,4,2,2,4,3,0,13,0,0,5,5,2,5,1,2,6,4,2,5,4,1,10,0,1,2,4,1,0,1,1,2,3,0,0,2,3,6,1,2,3,1,0,2,2,0,3,13,1,4,9,14,10,1,4,19
3,4,0,9,2,11,5,2,0,4,0,3,3,1,1,2,1,6,1,2,0,5,2,2,3,2,3,7,6,2,3,3,3,1,2,1,8,6,2,8,9,0,2,9,6,0,13,0,2,2,2,1,2,3,0,2,5,1,1,14,3,10,1,2,1,2,1,7,0,2,8,4,5,5,1,7,3,2,2,4,19
0,0,4,12,1,2,6,4,0,6,6,0,5,2,4,4,9,3,2,7,2,2,6,2,7,1,5,8,11,7,1,3,4,2,0,5,2,6,3,3,2,2,6,1,4,4,5,5,2,10,3,9,0,2,2,2,5,5,5,16,0,6,6,7,4,0,2,4,1,1,6,10,5,9,10,9,2,2,5,2,19
1,3,3,1,0,6,12,3,0,6,0,1,9,2,2,6,5,3,1,7,0,13,5,0,3,0,7,0,8,14,4,2,2,2,0,1,2,5,1,1,5,0,8,3,3,2,1,2,1,6,1,2,0,4,4,0,7,3,1,5,0,4,1,13,2,3,3,1,0,3,2,5,3,7,7,6,0,0,13,5,19
1,0,3,1,4,10,2,4,0,11,8,1,6,5,8,2,0,5,1,1,1,4,15,0,6,0,2,5,5,0,1,0,6,2,0,3,2,1,1,2,0,3,2,7,3,3,1,6,1,1,4,5,2,2,3,0,6,2,1,6,0,8,6,3,3,5,2,2,0,5,6,1,3,9,10,2,2,1,2,1,19
8,3,10,1,3,1,9,1,1,5,2,1,5,2,3,4,7,3,2,6,1,0,8,2,2,0,3,1,2,8,1,1,0,0,0,1,2,1,10,2,0,5,4,7,1,4,2,7,1,3,1,2,4,5,2,3,2,3,5,3,0,2,3,14,4,1,2,1,2,4,0,3,2,23,9,5,4,6,3,1,19
4,3,2,1,2,2,4,3,1,4,3,1,7,8,3,3,1,2,7,6,2,13,8,2,4,3,8,5,3,5,2,3,1,2,0,2,11,6,4,4,3,4,7,0,6,0,4,4,3,5,5,7,2,2,2,3,6,1,4,6,5,5,3,10,4,2,2,3,1,4,6,6,1,9,13,9,4,5,7,2,19
